column 1,address_1,case_number,city,clearance_type,country,created_at,day_of_week,hour_of_day,incident_datetime,incident_description,incident_id,incident_type_primary,latitude,location,longitude,parent_incident_type,state,updated_at,zip
9011,200 Block E 300 S,16-C3608,LOGAN,,,05/05/2016 06:48:07 AM,Wednesday,18,05/04/2016 06:31:41 PM,C/S Drugs,758696378,[CCSO] C/S DRUGS,41.7258,"{'type': 'Point', 'coordinates': [-111.83, 41.7258]}",-111.83,Drugs,UT,06/03/2016 09:10:03 AM,
0,100 Block N 100 W,16-C3027,MILLVILLE,,,04/17/2016 06:45:19 AM,Saturday,21,04/16/2016 09:27:09 PM,Susp Incident,756956187,[CCSO] SUSP INCIDENT,41.6849,"{'type': 'Point', 'coordinates': [-111.826, 41.6849]}",-111.826,Community Policing,UT,06/26/2016 09:10:01 AM,
1,1300 Block W 5000 N,16-C3198,CACHE COUNTY,,,04/23/2016 06:46:11 AM,Friday,5,04/22/2016 05:31:43 AM,"Alarm,Intru",757683093,"[CCSO] ALARM,INTRU",41.8239,"{'type': 'Point', 'coordinates': [-111.868, 41.8239]}",-111.868,Alarm,UT,05/22/2016 09:10:03 AM,
2,3000 Block N 3200 W,16-C3199,CACHE COUNTY,,,04/23/2016 06:46:11 AM,Friday,7,04/22/2016 07:38:07 AM,Animal Problem,757683094,[CCSO] ANIMAL PROBLEM,41.7863,"{'type': 'Point', 'coordinates': [-111.912, 41.7863]}",-111.912,Community Policing,UT,05/22/2016 09:10:04 AM,
3,100 Block W 200 N,16-C1221,MILLVILLE,,,02/16/2016 07:39:46 AM,Monday,13,02/15/2016 01:03:09 PM,Animal Problem,750003534,[CCSO] ANIMAL PROBLEM,41.6851,"{'type': 'Point', 'coordinates': [-111.827, 41.6851]}",-111.827,Community Policing,UT,06/17/2016 09:41:55 AM,
4,1 Block N 100 E,16-C2256,HYRUM,,,03/23/2016 06:42:01 AM,Monday,18,03/21/2016 06:00:00 PM,Welfare Check,753645704,[CCSO] WELFARE CHECK,41.6351,"{'type': 'Point', 'coordinates': [-111.852, 41.6351]}",-111.852,Community Policing,UT,04/21/2016 09:09:32 AM,
5,6100 Block W SR 30,16-C2253,CACHE COUNTY,,,03/23/2016 06:42:01 AM,Tuesday,0,03/22/2016 12:25:43 AM,"Assist,Agency",753645701,"[CCSO] ASSIST,AGENCY",41.7513,"{'type': 'Point', 'coordinates': [-111.982, 41.7513]}",-111.982,Community Policing,UT,04/21/2016 09:09:31 AM,
6,500 Block S MAIN ST,16-C3200,CACHE COUNTY,,,04/23/2016 06:46:11 AM,Friday,8,04/22/2016 08:09:19 AM,Fraud,757683095,[CCSO] FRAUD,41.9132,"{'type': 'Point', 'coordinates': [-112.051, 41.9132]}",-112.051,Theft,UT,05/22/2016 09:10:04 AM,
7,SAM FELLOW RD,16-C3201,CACHE COUNTY,,,04/23/2016 06:46:11 AM,Friday,8,04/22/2016 08:16:54 AM,Animal Problem,757683096,[CCSO] ANIMAL PROBLEM,41.8446,"{'type': 'Point', 'coordinates': [-111.964, 41.8446]}",-111.964,Community Policing,UT,05/22/2016 09:10:04 AM,
8,1900 Block W 200 N,16-C3202,CACHE COUNTY,,,04/23/2016 06:46:11 AM,Friday,8,04/22/2016 08:45:00 AM,"Assist,Agency",757683097,"[CCSO] ASSIST,AGENCY",41.736,"{'type': 'Point', 'coordinates': [-111.882, 41.736]}",-111.882,Community Policing,UT,05/22/2016 09:10:05 AM,
9,13000 Block HIGH CREEK RD,16-C540,CACHE COUNTY,,,01/22/2016 07:43:02 AM,Thursday,13,01/21/2016 01:25:47 PM,"Assist,Citizen",746576000,"[CCSO] ASSIST,CITIZEN",41.9712,"{'type': 'Point', 'coordinates': [-111.772, 41.9712]}",-111.772,Community Policing,UT,07/18/2016 09:09:30 AM,
10,2900 Block N MAIN ST,15-C8529,NORTH LOGAN,,,10/18/2015 06:57:45 AM,Saturday,20,10/17/2015 08:27:56 PM,"Assist,Agency",734365623,"[CCSO] ASSIST,AGENCY",41.785,"{'type': 'Point', 'coordinates': [-111.834, 41.785]}",-111.834,Community Policing,UT,03/03/2016 10:09:12 AM,
11,2600 Block S SR 165,16-C188,NIBLEY,,,01/08/2016 07:45:13 AM,Thursday,20,01/07/2016 08:52:55 PM,DUI,743233778,[CCSO] DUI,41.6855,"{'type': 'Point', 'coordinates': [-111.834, 41.6855]}",-111.834,Traffic,UT,03/04/2016 10:09:57 AM,
12,TONY GROVE RD,18-C2654,CACHE COUNTY,,,04/02/2018 06:24:37 AM,Sunday,16,04/01/2018 04:50:27 PM,"Assist,Motoris",841025880,"[CCSO] ASSIST,MOTORIS",41.8825,"{'type': 'Point', 'coordinates': [-111.581, 41.8825]}",-111.581,Community Policing,UT,06/05/2018 03:01:48 PM,
13,100 Block W 600 S,16-C505,RICHMOND,,,01/21/2016 07:43:16 AM,Wednesday,7,01/20/2016 07:15:00 AM,Theft,745928215,[CCSO] THEFT,41.9106,"{'type': 'Point', 'coordinates': [-111.812, 41.9106]}",-111.812,Theft,UT,03/03/2016 10:09:36 AM,
14,1 Block S 100 W,16-C496,RICHMOND,,,01/21/2016 07:43:16 AM,Wednesday,9,01/20/2016 09:05:00 AM,Susp Incident,745928206,[CCSO] SUSP INCIDENT,41.9208,"{'type': 'Point', 'coordinates': [-111.812, 41.9208]}",-111.812,Community Policing,UT,03/03/2016 10:09:36 AM,
15,300 Block N 400 W,16-C567,HYRUM,,,01/23/2016 07:42:55 AM,Friday,21,01/22/2016 09:00:00 PM,Crim Mischief,746649259,[CCSO] CRIM MISCHIEF,41.6433,"{'type': 'Point', 'coordinates': [-111.866, 41.643299999999996]}",-111.866,Property Crime,UT,07/18/2016 09:09:31 AM,
16,2000 Block S 5400 W,16-C868,CACHE COUNTY,,,02/03/2016 07:41:21 AM,Tuesday,10,02/02/2016 10:52:44 AM,Traffic Control,748870573,[CCSO] TRAFFIC CONTROL,41.6953,"{'type': 'Point', 'coordinates': [-111.964, 41.6953]}",-111.964,Traffic,UT,07/18/2016 09:09:37 AM,
17,7000 Block RIGHT HAND FORK,16-C978,CACHE COUNTY,,,02/06/2016 07:40:43 AM,Friday,21,02/05/2016 09:50:47 PM,"Assist,Motoris",749183288,"[CCSO] ASSIST,MOTORIS",41.7779,"{'type': 'Point', 'coordinates': [-111.62, 41.7779]}",-111.62,Community Policing,UT,03/06/2016 10:11:12 AM,
18,400 Block S 250 E,16-C1008,RICHMOND,,,02/08/2016 07:40:34 AM,Sunday,11,02/07/2016 11:59:46 AM,Trespassing,749359024,[CCSO] TRESPASSING,41.9139,"{'type': 'Point', 'coordinates': [-111.802, 41.9139]}",-111.802,Property Crime,UT,03/08/2016 10:32:43 AM,
19,1000 Block S 470 E,16-C1024,PROVIDENCE,,,02/09/2016 07:40:19 AM,Monday,9,02/08/2016 09:50:00 AM,VIN Inspection,749428290,[CCSO] VIN INSPECTION,41.6891,"{'type': 'Point', 'coordinates': [-111.807, 41.6891]}",-111.807,Traffic,UT,06/17/2016 09:41:48 AM,
20,100 Block W 200 S,16-C1025,HYRUM,,,02/09/2016 07:40:19 AM,Monday,10,02/08/2016 10:07:05 AM,VIN Inspection,749428291,[CCSO] VIN INSPECTION,41.6299,"{'type': 'Point', 'coordinates': [-111.86, 41.6299]}",-111.86,Traffic,UT,06/17/2016 09:41:48 AM,
21,3800 Block S SR 165,16-C1027,NIBLEY,,,02/09/2016 07:40:19 AM,Monday,10,02/08/2016 10:29:47 AM,VIN Inspection,749428293,[CCSO] VIN INSPECTION,41.6635,"{'type': 'Point', 'coordinates': [-111.834, 41.6635]}",-111.834,Traffic,UT,06/17/2016 09:41:49 AM,
22,2100 Block W SR 218,16-C1028,AMALGA,,,02/09/2016 07:40:19 AM,Monday,10,02/08/2016 10:49:35 AM,Animal Problem,749428294,[CCSO] ANIMAL PROBLEM,41.8423,"{'type': 'Point', 'coordinates': [-111.885, 41.8423]}",-111.885,Community Policing,UT,06/17/2016 09:41:49 AM,
23,100 Block S 200 E,16-C1031,WELLSVILLE,,,02/09/2016 07:40:19 AM,Monday,12,02/08/2016 12:22:45 PM,"Alarm,Intru",749428297,"[CCSO] ALARM,INTRU",41.6353,"{'type': 'Point', 'coordinates': [-111.929, 41.6353]}",-111.929,Alarm,UT,07/18/2016 09:08:30 AM,
24,200 Block E 400 S,16-C1035,HYRUM,,,02/09/2016 07:40:19 AM,Monday,13,02/08/2016 01:45:56 PM,VIN Inspection,749428301,[CCSO] VIN INSPECTION,41.6255,"{'type': 'Point', 'coordinates': [-111.848, 41.6255]}",-111.848,Traffic,UT,03/08/2016 10:32:44 AM,
25,200 Block W 3200 S,16-C1040,NIBLEY,,,02/09/2016 07:40:19 AM,Monday,14,02/08/2016 02:42:16 PM,Animal Problem,749428306,[CCSO] ANIMAL PROBLEM,41.6747,"{'type': 'Point', 'coordinates': [-111.838, 41.6747]}",-111.838,Community Policing,UT,05/03/2016 09:08:26 AM,
26,100 Block E 500 N,16-C1038,LOGAN,,,02/09/2016 07:40:19 AM,Monday,14,02/08/2016 02:42:55 PM,Disorderly,749428304,[CCSO] DISORDERLY,41.7409,"{'type': 'Point', 'coordinates': [-111.831, 41.7409]}",-111.831,Disorder,UT,03/08/2016 10:32:44 AM,
27,3100 Block S 1600 W,16-C1042,NIBLEY,,,02/09/2016 07:40:19 AM,Monday,15,02/08/2016 03:05:25 PM,"Assist,Citizen",749428308,"[CCSO] ASSIST,CITIZEN",41.6773,"{'type': 'Point', 'coordinates': [-111.871, 41.6773]}",-111.871,Community Policing,UT,03/08/2016 10:32:44 AM,
28,200 Block S 300 E,16-C1045,SMITHFIELD,,,02/09/2016 07:40:19 AM,Monday,18,02/08/2016 06:13:44 PM,"Assist,Agency",749428310,"[CCSO] ASSIST,AGENCY",41.8316,"{'type': 'Point', 'coordinates': [-111.824, 41.8316]}",-111.824,Community Policing,UT,03/08/2016 10:32:44 AM,
29,400 Block W 3750 S,16-C4906,NIBLEY,,,06/17/2016 06:54:39 AM,Thursday,0,06/16/2016 12:05:18 AM,Prowler,762447333,[CCSO] PROWLER,41.6642,"{'type': 'Point', 'coordinates': [-111.844, 41.6642]}",-111.844,Disorder,UT,07/16/2016 09:09:08 AM,
30,300 Block W 285 N,16-C3002,WELLSVILLE,,,04/17/2016 06:45:19 AM,Friday,23,04/15/2016 11:00:00 PM,"Burglary,Vehicl",756956163,"[CCSO] BURGLARY,VEHICL",41.6448,"{'type': 'Point', 'coordinates': [-111.943, 41.644800000000004]}",-111.943,Theft from Vehicle,UT,07/05/2016 09:07:20 AM,
31,500 Block S 250 E,16-C6242,SMITHFIELD,,,07/27/2016 07:00:31 AM,Tuesday,1,07/26/2016 01:13:23 AM,Unsecure Premis,766188507,[CCSO] UNSECURE PREMIS,41.8256,"{'type': 'Point', 'coordinates': [-111.826, 41.8256]}",-111.826,Community Policing,UT,08/25/2016 09:08:37 AM,
32,3200 Block S SR 165,16-C6244,NIBLEY,,,07/27/2016 07:00:31 AM,Tuesday,5,07/26/2016 05:06:53 AM,"Accident,PD",766188509,"[CCSO] ACCIDENT,PD",41.6746,"{'type': 'Point', 'coordinates': [-111.833, 41.6746]}",-111.833,Traffic,UT,08/25/2016 09:08:38 AM,
33,4100 Block E US 89,16-C6245,CACHE COUNTY,,,07/27/2016 07:00:31 AM,Tuesday,7,07/26/2016 07:29:09 AM,"Assist,Agency",766188510,"[CCSO] ASSIST,AGENCY",41.7473,"{'type': 'Point', 'coordinates': [-111.743, 41.7473]}",-111.743,Community Policing,UT,08/25/2016 09:08:38 AM,
34,6100 Block N 2150 W,16-C6247,AMALGA,,,07/27/2016 07:00:31 AM,Tuesday,10,07/26/2016 10:26:11 AM,"Assist,Citizen",766188512,"[CCSO] ASSIST,CITIZEN",41.8435,"{'type': 'Point', 'coordinates': [-111.887, 41.8435]}",-111.887,Community Policing,UT,08/25/2016 09:08:39 AM,
35,1200 Block E CANYON RD,16-C6253,CACHE COUNTY,,,07/27/2016 07:00:31 AM,Tuesday,11,07/26/2016 11:13:15 AM,"Alarm,Intru",766188516,"[CCSO] ALARM,INTRU",41.5272,"{'type': 'Point', 'coordinates': [-111.803, 41.5272]}",-111.803,Alarm,UT,08/25/2016 09:08:40 AM,
36,700 Block S STATE ST,16-C6481,RICHMOND,,,08/02/2016 07:01:27 AM,Monday,17,08/01/2016 05:56:12 PM,"Assist,Citizen",766713334,"[CCSO] ASSIST,CITIZEN",41.9089,"{'type': 'Point', 'coordinates': [-111.81, 41.9089]}",-111.81,Community Policing,UT,08/31/2016 09:07:25 AM,
37,100 Block S MAIN ST,16-C6483,LOGAN,,,08/02/2016 07:01:27 AM,Monday,19,08/01/2016 07:51:33 PM,"Assist,Agency",766713336,"[CCSO] ASSIST,AGENCY",41.7288,"{'type': 'Point', 'coordinates': [-111.835, 41.7288]}",-111.835,Community Policing,UT,08/31/2016 09:07:25 AM,
38,200 Block E 400 N,16-C6260,LOGAN,,,07/27/2016 07:00:31 AM,Tuesday,14,07/26/2016 02:51:55 PM,Child Abuse,766188523,[CCSO] CHILD ABUSE,41.739,"{'type': 'Point', 'coordinates': [-111.829, 41.739]}",-111.829,Assault,UT,08/25/2016 09:08:42 AM,
39,5800 Block SAM FELLOW RD,16-C6263,CACHE COUNTY,,,07/27/2016 07:00:31 AM,Tuesday,15,07/26/2016 03:31:00 PM,Welfare Check,766188526,[CCSO] WELFARE CHECK,41.8389,"{'type': 'Point', 'coordinates': [-111.955, 41.8389]}",-111.955,Community Policing,UT,08/25/2016 09:08:43 AM,
40,200 Block N 100 E,16-C6267,RICHMOND,,,07/27/2016 07:00:31 AM,Tuesday,20,07/26/2016 08:59:01 PM,"Assist,Citizen",766188530,"[CCSO] ASSIST,CITIZEN",41.928,"{'type': 'Point', 'coordinates': [-111.806, 41.928]}",-111.806,Community Policing,UT,08/25/2016 09:08:44 AM,
41,2500 Block S 800 W,16-C6269,NIBLEY,,,07/27/2016 07:00:31 AM,Tuesday,22,07/26/2016 10:17:25 PM,"Alarm,Intru",766188532,"[CCSO] ALARM,INTRU",41.687,"{'type': 'Point', 'coordinates': [-111.852, 41.687]}",-111.852,Alarm,UT,08/25/2016 09:08:44 AM,
42,500 Block GLENWOOD DR,16-C6270,HYRUM,,,07/27/2016 07:00:31 AM,Tuesday,22,07/26/2016 10:38:22 PM,Noise Problem,766188533,[CCSO] NOISE PROBLEM,41.6239,"{'type': 'Point', 'coordinates': [-111.839, 41.6239]}",-111.839,Disorder,UT,08/25/2016 09:08:44 AM,
43,200 Block N 200 W,16-C6484,WELLSVILLE,,,08/02/2016 07:01:27 AM,Monday,20,08/01/2016 08:15:40 PM,"Accident,PD",766713337,"[CCSO] ACCIDENT,PD",41.6431,"{'type': 'Point', 'coordinates': [-111.939, 41.6431]}",-111.939,Traffic,UT,08/31/2016 09:07:26 AM,
44,4300 Block N US 91,16-C6486,CACHE COUNTY,,,08/02/2016 07:01:27 AM,Monday,21,08/01/2016 09:21:25 PM,Welfare Check,766713339,[CCSO] WELFARE CHECK,41.8126,"{'type': 'Point', 'coordinates': [-111.833, 41.8126]}",-111.833,Community Policing,UT,08/31/2016 09:07:26 AM,
45,2300 Block AIRPORT RD,16-C6488,CACHE COUNTY,,,08/02/2016 07:01:27 AM,Monday,21,08/01/2016 09:55:26 PM,Animal Problem,766713341,[CCSO] ANIMAL PROBLEM,41.7939,"{'type': 'Point', 'coordinates': [-111.89, 41.7939]}",-111.89,Community Policing,UT,08/31/2016 09:07:27 AM,
46,1 Block S 200 W,16-C6490,HYRUM,,,08/02/2016 07:01:27 AM,Monday,23,08/01/2016 11:50:00 PM,Burglary,766713343,[CCSO] BURGLARY,41.6323,"{'type': 'Point', 'coordinates': [-111.861, 41.6323]}",-111.861,Breaking & Entering,UT,08/31/2016 09:07:27 AM,
47,6900 Block S US 89 & 91,16-C4383,WELLSVILLE,,,06/01/2016 06:52:04 AM,Tuesday,1,05/31/2016 01:20:51 AM,DUI,761010791,[CCSO] DUI,41.606,"{'type': 'Point', 'coordinates': [-111.942, 41.606]}",-111.942,Traffic,UT,07/05/2016 09:07:43 AM,
48,300 Block W MAIN ST,16-C4568,HYRUM,,,06/06/2016 06:52:50 AM,Sunday,11,06/05/2016 11:36:01 AM,"Assist,Citizen",761429776,"[CCSO] ASSIST,CITIZEN",41.6342,"{'type': 'Point', 'coordinates': [-111.864, 41.6342]}",-111.864,Community Policing,UT,07/05/2016 09:07:52 AM,
49,1 Block N 200 E,16-C4569,PROVIDENCE,,,06/06/2016 06:52:50 AM,Sunday,12,06/05/2016 12:14:36 PM,"Assist,Agency",761429777,"[CCSO] ASSIST,AGENCY",41.7091,"{'type': 'Point', 'coordinates': [-111.813, 41.7091]}",-111.813,Community Policing,UT,07/05/2016 09:07:53 AM,
50,9100 Block S 300 E,16-C6524,PARADISE,,,08/03/2016 07:01:37 AM,Tuesday,16,08/02/2016 04:01:19 PM,Fraud,766789574,[CCSO] FRAUD,41.5645,"{'type': 'Point', 'coordinates': [-111.825, 41.5645]}",-111.825,Theft,UT,09/01/2016 09:08:03 AM,
51,700 Block SUNSET CIR,18-C2752,HYRUM,,,04/05/2018 06:52:33 AM,Wednesday,15,04/04/2018 03:06:16 PM,Susp Incident,841770315,[CCSO] SUSP INCIDENT,41.6396,"{'type': 'Point', 'coordinates': [-111.836, 41.6396]}",-111.836,Community Policing,UT,06/05/2018 03:01:48 PM,
52,700 Block W 4800 S,18-C2948,CACHE COUNTY,,,04/11/2018 06:10:24 AM,Tuesday,23,04/10/2018 11:06:57 PM,Susp Incident,842262913,[CCSO] SUSP INCIDENT,41.644,"{'type': 'Point', 'coordinates': [-111.852, 41.644]}",-111.852,Community Policing,UT,05/31/2018 01:55:34 AM,
53,2000 Block W SR 218,16-C4584,AMALGA,,,06/06/2016 06:52:50 AM,Sunday,22,06/05/2016 10:07:00 PM,"Assist,Citizen",761429792,"[CCSO] ASSIST,CITIZEN",41.8403,"{'type': 'Point', 'coordinates': [-111.879, 41.8403]}",-111.879,Community Policing,UT,07/05/2016 09:07:57 AM,
54,900 Block W 2730 S,16-C4583,NIBLEY,,,06/06/2016 06:52:50 AM,Sunday,22,06/05/2016 10:07:05 PM,Noise Problem,761429791,[CCSO] NOISE PROBLEM,41.6833,"{'type': 'Point', 'coordinates': [-111.856, 41.6833]}",-111.856,Disorder,UT,07/31/2016 09:09:02 AM,
55,500 Block E 100 S,16-C4587,HYRUM,,,06/06/2016 06:52:50 AM,Sunday,23,06/05/2016 11:13:13 PM,Keep the Peace,761429794,[CCSO] KEEP THE PEACE,41.6316,"{'type': 'Point', 'coordinates': [-111.84, 41.6316]}",-111.84,Community Policing,UT,07/05/2016 09:07:57 AM,
56,400 Block S 160 W,16-C5411,RICHMOND,,,07/02/2016 06:56:54 AM,Friday,8,07/01/2016 08:56:29 AM,Animal Problem,763819759,[CCSO] ANIMAL PROBLEM,41.9131,"{'type': 'Point', 'coordinates': [-111.813, 41.9131]}",-111.813,Community Policing,UT,07/31/2016 09:09:18 AM,
57,100 Block W 100 S,18-C3534,MENDON,,,05/01/2018 06:41:53 AM,Monday,9,04/30/2018 09:40:16 AM,"Accident,PD",845322643,"[CCSO] ACCIDENT,PD",41.7059,"{'type': 'Point', 'coordinates': [-111.98, 41.7059]}",-111.98,Traffic,UT,05/31/2018 01:55:34 AM,
58,1 Block W 100 S,18-C3535,LEWISTON,,,05/01/2018 06:41:53 AM,Monday,9,04/30/2018 09:51:33 AM,Fraud,845322644,[CCSO] FRAUD,41.9738,"{'type': 'Point', 'coordinates': [-111.857, 41.9738]}",-111.857,Theft,UT,05/31/2018 01:55:34 AM,
59,2500 Block S 1000 W,16-C4571,NIBLEY,,,06/06/2016 06:52:50 AM,Sunday,12,06/05/2016 12:49:44 PM,VIN Inspection,761429779,[CCSO] VIN INSPECTION,41.6867,"{'type': 'Point', 'coordinates': [-111.857, 41.6867]}",-111.857,Traffic,UT,07/05/2016 09:07:53 AM,
60,100 Block N 100 W,16-C4570,MENDON,,,06/06/2016 06:52:50 AM,Sunday,12,06/05/2016 12:51:50 PM,Animal Problem,761429778,[CCSO] ANIMAL PROBLEM,41.711,"{'type': 'Point', 'coordinates': [-111.979, 41.711]}",-111.979,Community Policing,UT,07/05/2016 09:07:53 AM,
61,5000 Block W SR 30,16-C4572,CACHE COUNTY,,,06/06/2016 06:52:50 AM,Sunday,12,06/05/2016 12:59:13 PM,"Assist,Agency",761429780,"[CCSO] ASSIST,AGENCY",41.7464,"{'type': 'Point', 'coordinates': [-111.956, 41.7464]}",-111.956,Community Policing,UT,07/05/2016 09:07:53 AM,
62,3400 Block S 640 W,16-C4573,NIBLEY,,,06/06/2016 06:52:50 AM,Sunday,13,06/05/2016 01:43:27 PM,Traffic Offense,761429781,[CCSO] TRAFFIC OFFENSE,41.6712,"{'type': 'Point', 'coordinates': [-111.849, 41.6712]}",-111.849,Traffic,UT,07/05/2016 09:07:54 AM,
63,600 Block E 800 S,18-C3537,LEWISTON,,,05/01/2018 06:41:53 AM,Monday,10,04/30/2018 10:31:26 AM,"Assist,Citizen",845322646,"[CCSO] ASSIST,CITIZEN",41.9614,"{'type': 'Point', 'coordinates': [-111.842, 41.9614]}",-111.842,Community Policing,UT,05/31/2018 01:55:34 AM,
64,1 Block N SATSUMA,18-C3539,PROVIDENCE,,,05/01/2018 06:41:53 AM,Monday,10,04/30/2018 10:49:08 AM,VIN Inspection,845322648,[CCSO] VIN INSPECTION,41.7068,"{'type': 'Point', 'coordinates': [-111.805, 41.7068]}",-111.805,Traffic,UT,05/31/2018 01:55:34 AM,
65,12400 Block N 2400 E,18-C3540,CACHE COUNTY,,,05/01/2018 06:41:53 AM,Monday,11,04/30/2018 11:09:34 AM,VIN Inspection,845322649,[CCSO] VIN INSPECTION,41.9591,"{'type': 'Point', 'coordinates': [-111.78, 41.9591]}",-111.78,Traffic,UT,05/31/2018 01:55:34 AM,
66,300 Block E 2500 N,16-C6564,NORTH LOGAN,,,08/04/2016 07:01:36 AM,Wednesday,19,08/03/2016 07:55:57 PM,"Assist,Agency",766864640,"[CCSO] ASSIST,AGENCY",41.7777,"{'type': 'Point', 'coordinates': [-111.826, 41.7777]}",-111.826,Community Policing,UT,11/15/2016 10:08:40 AM,
67,1200 Block E 13000 N,16-C7125,CACHE COUNTY,,,08/22/2016 07:04:23 AM,Sunday,23,08/21/2016 11:16:17 PM,"Dispute,Family",768918028,"[CCSO] DISPUTE,FAMILY",41.9689,"{'type': 'Point', 'coordinates': [-111.806, 41.9689]}",-111.806,Family Offense,UT,11/15/2016 10:08:40 AM,
68,300 Block W 3515 S,18-C497,NIBLEY,,,01/19/2018 08:00:20 AM,Thursday,17,01/18/2018 05:34:00 PM,"Assist,Citizen",831924746,"[CCSO] ASSIST,CITIZEN",41.6685,"{'type': 'Point', 'coordinates': [-111.84, 41.6685]}",-111.84,Community Policing,UT,02/25/2018 06:37:40 AM,
69,1 Block N SR 165,19-C2693,PROVIDENCE,,,04/06/2019 09:42:46 AM,Friday,5,04/05/2019 05:45:26 AM,"Accident,PD",912998801,"[CCSO] ACCIDENT,PD",41.7085,"{'type': 'Point', 'coordinates': [-111.834, 41.7085]}",-111.834,Traffic,UT,04/08/2019 08:52:11 AM,
70,300 Block E 200 S,18-C29,WELLSVILLE,,,01/05/2018 11:16:02 PM,Tuesday,11,01/02/2018 11:07:21 AM,Harassment,830959532,[CCSO] HARASSMENT,41.6343,"{'type': 'Point', 'coordinates': [-111.923, 41.6343]}",-111.923,Disorder,UT,02/24/2018 07:00:57 AM,
71,100 Block W CENTER ST,16-C8573,MENDON,,,10/07/2016 07:07:06 AM,Thursday,1,10/06/2016 01:59:38 AM,Susp Vehicle,775129362,[CCSO] SUSP VEHICLE,41.708,"{'type': 'Point', 'coordinates': [-111.979, 41.708]}",-111.979,Vehicle Stop,UT,11/05/2016 09:09:09 AM,
72,1500 Block HIGH CREEK RD,16-C8688,CACHE COUNTY,,,10/10/2016 07:07:08 AM,Sunday,15,10/09/2016 03:53:13 PM,Animal Problem,776039404,[CCSO] ANIMAL PROBLEM,41.9569,"{'type': 'Point', 'coordinates': [-111.801, 41.9569]}",-111.801,Community Policing,UT,11/08/2016 10:08:56 AM,
73,800 Block NIBLEY PARK AVE,16-C8689,NIBLEY,,,10/10/2016 07:07:08 AM,Sunday,16,10/09/2016 04:47:11 PM,"Assist,Citizen",776039405,"[CCSO] ASSIST,CITIZEN",41.6884,"{'type': 'Point', 'coordinates': [-111.854, 41.6884]}",-111.854,Community Policing,UT,11/08/2016 10:08:56 AM,
74,3100 Block S 500 W,16-C8709,NIBLEY,,,10/11/2016 07:07:10 AM,Monday,9,10/10/2016 09:11:45 AM,Animal Problem,776452809,[CCSO] ANIMAL PROBLEM,41.6769,"{'type': 'Point', 'coordinates': [-111.845, 41.6769]}",-111.845,Community Policing,UT,11/09/2016 10:12:04 AM,
75,1100 Block W 2680 S,18-C33,NIBLEY,,,01/05/2018 11:16:02 PM,Tuesday,12,01/02/2018 12:32:25 PM,"Assist,Agency",830959535,"[CCSO] ASSIST,AGENCY",41.6843,"{'type': 'Point', 'coordinates': [-111.861, 41.6843]}",-111.861,Community Policing,UT,02/24/2018 07:00:57 AM,
76,300 Block W 100 N,19-C2694,PROVIDENCE,,,04/06/2019 09:42:46 AM,Friday,8,04/05/2019 08:25:56 AM,Susp Incident,912998803,[CCSO] SUSP INCIDENT,41.7101,"{'type': 'Point', 'coordinates': [-111.827, 41.7101]}",-111.827,Community Policing,UT,04/08/2019 08:52:12 AM,
77,100 Block N 300 W,16-C7020,MILLVILLE,,,08/19/2016 07:03:59 AM,Thursday,10,08/18/2016 10:35:46 AM,Traffic Control,768590038,[CCSO] TRAFFIC CONTROL,41.6855,"{'type': 'Point', 'coordinates': [-111.832, 41.6855]}",-111.832,Traffic,UT,11/08/2016 10:08:55 AM,
78,100 Block W 600 S,16-C7055,RICHMOND,,,08/20/2016 07:04:09 AM,Friday,12,08/19/2016 12:20:29 PM,Crim Mischief,768791655,[CCSO] CRIM MISCHIEF,41.9106,"{'type': 'Point', 'coordinates': [-111.812, 41.9106]}",-111.812,Property Crime,UT,11/07/2016 10:08:51 AM,
79,6500 Block W CENTER ST,19-C2695,CACHE COUNTY,,,04/06/2019 09:42:46 AM,Friday,8,04/05/2019 08:32:44 AM,Animal Problem,912998804,[CCSO] ANIMAL PROBLEM,41.7322,"{'type': 'Point', 'coordinates': [-111.992, 41.7322]}",-111.992,Community Policing,UT,04/08/2019 08:52:12 AM,
80,1200 Block S 800 E,19-C2696,TRENTON,,,04/06/2019 09:42:46 AM,Friday,9,04/05/2019 09:19:47 AM,VIN Inspection,912998805,[CCSO] VIN INSPECTION,41.8957,"{'type': 'Point', 'coordinates': [-111.923, 41.8957]}",-111.923,Traffic,UT,04/08/2019 08:52:13 AM,
81,9100 Block S 200 W,16-C8691,PARADISE,,,10/10/2016 07:07:08 AM,Sunday,18,10/09/2016 06:30:26 PM,Animal Problem,776039407,[CCSO] ANIMAL PROBLEM,41.5659,"{'type': 'Point', 'coordinates': [-111.838, 41.5659]}",-111.838,Community Policing,UT,11/08/2016 10:08:56 AM,
82,5500 Block W SR 30,16-C8690,CACHE COUNTY,,,10/10/2016 07:07:08 AM,Sunday,18,10/09/2016 06:39:01 PM,"Assist,Agency",776039406,"[CCSO] ASSIST,AGENCY",41.748,"{'type': 'Point', 'coordinates': [-111.967, 41.748]}",-111.967,Community Policing,UT,11/08/2016 10:08:56 AM,
83,600 Block E 440 S,16-C8692,HYRUM,,,10/10/2016 07:07:08 AM,Sunday,18,10/09/2016 06:41:23 PM,Trespassing,776039408,[CCSO] TRESPASSING,41.6247,"{'type': 'Point', 'coordinates': [-111.836, 41.6247]}",-111.836,Property Crime,UT,11/08/2016 10:08:56 AM,
