incident_id,case_number,incident_datetime,incident_type_primary,incident_description,clearance_type,address_1,address_2,city,state,zip,country,latitude,longitude,created_at,updated_at,location,hour_of_day,day_of_week,parent_incident_type
835508966,18UV00399,02/26/2018 06:02:38 AM,ALARM,Description: Alarm,,UVHGA,,UTAH VALLEY U,UT,,,40.2171,-111.717,03/01/2018 07:02:16 AM,03/12/2018 05:08:44 AM,POINT (-111.717 40.2171),6,Monday,Alarm
854130476,18UV00898,05/11/2018 08:05:41 AM,ALARM,Description: Alarm,,UVSTL,,UTAH VALLEY U,UT,,,40.2794,-111.715,05/14/2018 06:08:50 AM,05/24/2018 05:22:25 PM,POINT (-111.715 40.2794),8,Friday,Alarm
828179666,17UV02576,12/01/2017 08:12:49 AM,DISORDERLY CONDUCT,Description: Disorderly Conduct,,100 Block UVSC,,UTAH VALLEY U,UT,,,40.2788,-111.714,12/04/2017 11:09:38 AM,12/14/2017 11:27:50 AM,POINT (-111.714 40.2788),8,Friday,Disorder
731143186,15UV01379,09/17/2015 10:09:02 AM,CITIZEN ASSIST,Description: Citizen Assist,,300 Block UVGT,,UTAH VALLEY U,UT,,,40.2785,-111.71,09/20/2015 08:21:00 AM,09/30/2015 08:07:05 AM,POINT (-111.71 40.2785),10,Thursday,Community Policing
710457145,15UV00371,03/14/2015 05:03:02 PM,AGENCY ASSIST,Description: Agency Assist,,400 Block S 1200 WEST ST,,OREM,UT,,,40.2899,-111.724,03/20/2015 09:40:28 PM,03/27/2015 09:10:41 AM,POINT (-111.724 40.2899),17,Saturday,Community Policing
764652753,16UV01027,05/25/2016 07:05:51 PM,ASSAULT-SIMPLE,Description: Assault-Simple,,UVEC,,UTAH VALLEY U,UT,,,40.2786,-111.717,07/11/2016 01:45:09 PM,07/11/2016 04:00:59 PM,POINT (-111.717 40.2786),19,Wednesday,Assault
739570993,15UV01850,12/02/2015 08:12:55 AM,TRAFFIC ACCIDENT-REPORTABLE,Description: Traffic Accident-Reportable,,800 Block S COLLEGE DR,,OREM,UT,,,40.2824,-111.724,12/08/2015 06:46:51 AM,12/12/2015 09:04:26 AM,POINT (-111.724 40.2824),8,Wednesday,Traffic
82017343,11UV01374,09/10/2011 12:09:31 AM,TRAFFIC OFFENSE,Description: Traffic Offense,,400 Block W 1200 SOUTH ST,,OREM,UT,,,40.2753507484,-111.7068467,09/22/2011 08:04:52 AM,09/22/2011 08:06:05 AM,POINT (-111.706847 40.275351),0,Saturday,Traffic
835126769,18UV00379,02/22/2018 09:02:22 PM,WARRANT SERVED FOR OTHER AGENC,Description: Warrant Served For Other Agenc,,800 Block W 800 SOUTH ST,,OREM,UT,,,40.2827,-111.716,02/25/2018 07:53:45 AM,03/08/2018 06:34:00 AM,POINT (-111.716 40.2827),21,Thursday,Community Policing
738777072,15UV01823,11/26/2015 09:11:42 PM,ALARM,Description: Alarm,,UVHGA,,UTAH VALLEY U,UT,,,40.2171,-111.717,11/29/2015 06:47:47 AM,12/08/2015 09:04:34 AM,POINT (-111.717 40.2171),21,Thursday,Alarm
443833848,14UV00684,05/15/2014 10:05:45 PM,CS-POSS-MARIJUANA,Description: CS-Poss-Marijuana,,600 Block W UNIVERSITY PKWY,,OREM,UT,,,40.2743,-111.709,05/20/2014 08:14:31 AM,05/24/2014 08:19:26 AM,POINT (-111.709 40.2743),22,Thursday,Drugs
724809206,15UV01019,07/17/2015 12:07:17 AM,TRAFFIC OFFENSE,Description: Traffic Offense,,1100 Block W 800 SOUTH ST,,OREM,UT,,,40.2825,-111.723,07/22/2015 08:20:54 AM,07/30/2015 08:16:15 AM,POINT (-111.723 40.2825),0,Friday,Traffic
753184318,16UV00522,03/13/2016 04:03:47 PM,AGENCY ASSIST,Description: Agency Assist,,1300 Block S SANDHILL RD,,OREM,UT,,,40.2721,-111.712,03/19/2016 05:37:01 AM,03/26/2016 08:08:49 AM,POINT (-111.712 40.2721),16,Sunday,Community Policing
751760455,16UV00464,03/02/2016 12:03:21 PM,THEFT-PROPERTY-OTHER,Description: Theft-Property-Other,,1 Block UVMH,,UTAH VALLEY U,UT,,,40.2845,-111.724,03/05/2016 06:29:26 AM,03/14/2016 08:04:57 AM,POINT (-111.724 40.2845),12,Wednesday,Theft
827011860,17UV02482,11/16/2017 11:11:14 PM,CS-POSS-MARIJUANA,Description: CS-Poss-Marijuana,,UVLA,,UTAH VALLEY U,UT,,,40.2802,-111.717,11/19/2017 11:09:44 AM,11/29/2017 11:10:28 AM,POINT (-111.717 40.2802),23,Thursday,Drugs
721785366,15UV00844,06/16/2015 09:06:48 PM,AGENCY ASSIST,Description: Agency Assist,,1300 Block W UNIVERSITY PKWY,,OREM,UT,,,40.2751,-111.727,06/21/2015 08:10:04 AM,06/27/2015 08:15:57 AM,POINT (-111.727 40.2751),21,Tuesday,Community Policing
61832877,11UV00491,03/29/2011 10:03:54 PM,TRAFFIC ACCIDENT-REPORTABLE,Description: TRAFFIC ACCIDENT-REPORTABLE,,1 Block LTBB,,UTAH VALLEY U,UT,,,40.2769307484,-111.7186467,04/06/2011 02:15:59 AM,06/14/2011 08:32:55 AM,POINT (-111.718647 40.276931),22,Tuesday,Traffic
748499089,16UV00162,01/26/2016 02:01:57 AM,AGENCY ASSIST,Description: Agency Assist,,800 Block W UNIVERSITY PKWY,,OREM,UT,,,40.2752,-111.714,02/01/2016 06:41:25 AM,02/07/2016 09:21:22 AM,POINT (-111.714 40.2752),2,Tuesday,Community Policing
374414634,14UV00291,02/25/2014 09:02:07 AM,TRAFFIC OFFENSE,Description: Traffic Offense,,900 Block W COLLEGE DR,,UTAH VALLEY U,UT,,,40.276,-111.713,02/28/2014 09:02:37 AM,03/09/2014 08:04:09 AM,POINT (-111.713 40.276),9,Tuesday,Traffic
756096468,16UV00700,04/06/2016 02:04:40 PM,CITIZEN ASSIST,Description: Citizen Assist,,UVL9,,UTAH VALLEY U,UT,,,40.2833,-111.722,04/09/2016 05:40:21 AM,04/19/2016 08:04:57 AM,POINT (-111.722 40.2833),14,Wednesday,Community Policing
86640717,11UV01788,11/04/2011 07:11:38 PM,TRAFFIC ACCIDENT-NON REPORTABL,Description: Traffic Accident-Non Reportabl,,400 Block W UNIVERSITY PKWY,,OREM,UT,,,40.2735907484,-111.7046767,11/11/2011 09:05:24 AM,11/16/2011 09:05:07 AM,POINT (-111.704677 40.273591),19,Friday,Traffic
732804164,15UV01502,09/28/2015 02:09:35 AM,AGENCY ASSIST,Description: Agency Assist,,1100 Block S 1350 WEST ST,,OREM,UT,,,40.2773,-111.727,10/04/2015 08:20:06 AM,10/10/2015 08:17:05 AM,POINT (-111.727 40.2773),2,Monday,Community Policing
314948982,13UV01342,12/11/2013 02:12:23 PM,TRAFFIC ACCIDENT-REPORTABLE,Description: Traffic Accident-Reportable,,800 Block W UNIVERSITY PKWY,,OREM,UT,,,40.2753,-111.716,12/14/2013 09:02:35 AM,12/23/2013 09:02:31 AM,POINT (-111.716 40.2753),14,Wednesday,Traffic
854506142,18UV00915,05/15/2018 12:05:39 PM,DISORDERLY CONDUCT,Description: Disorderly Conduct,,UVFC,,UTAH VALLEY U,UT,,,40.2803,-111.705,05/18/2018 06:31:02 AM,05/25/2018 08:38:47 AM,POINT (-111.705 40.2803),12,Tuesday,Disorder
739185431,15UV01840,12/01/2015 09:12:20 AM,PROPERTY-LOST,Description: Property-Lost,,UVLI,,UTAH VALLEY U,UT,,,40.2811,-111.716,12/04/2015 06:48:09 AM,12/12/2015 09:04:24 AM,POINT (-111.716 40.2811),9,Tuesday,Property Crime
132212235,12UV01381,11/08/2012 07:11:01 PM,TRAFFIC OFFENSE,Description: Traffic Offense,,1200 Block W UNIVERSITY PKWY,,OREM,UT,,,40.275233,-111.725415,11/11/2012 09:01:36 AM,11/20/2012 09:01:39 AM,POINT (-111.725415 40.275233),19,Thursday,Traffic
731143187,15UV01377,09/17/2015 10:09:17 AM,CITIZEN ASSIST,Description: Citizen Assist,,800 Block W 800 SOUTH ST,,OREM,UT,,,40.2827,-111.715,09/20/2015 08:21:00 AM,09/30/2015 08:07:04 AM,POINT (-111.715 40.2827),10,Thursday,Community Policing
764652780,16UV01006,05/24/2016 09:05:09 AM,CITIZEN ASSIST,Description: Citizen Assist,,300 Block UVGT,,UTAH VALLEY U,UT,,,40.2785,-111.71,07/11/2016 01:45:09 PM,07/11/2016 04:00:59 PM,POINT (-111.71 40.2785),9,Tuesday,Community Policing
62262662,10UV01403,12/20/2010 11:12:03 PM,WARRANT SERVED FOR OTHER AGENC,Description: WARRANT SERVED FOR OTHER AGENC,,500 Block W UNIVERSITY PKWY,,OREM,UT,,,40.2739407484,-111.7068867,04/11/2011 11:51:11 PM,06/14/2011 08:32:52 AM,POINT (-111.706887 40.273941),23,Monday,Community Policing
745189940,16UV00098,01/15/2016 01:01:33 PM,PROPERTY-LOST,Description: Property-Lost,,UVLA,,UTAH VALLEY U,UT,,,40.2802,-111.717,01/18/2016 06:39:19 AM,01/28/2016 09:30:50 AM,POINT (-111.717 40.2802),13,Friday,Property Crime
735559473,15UV01671,10/28/2015 04:10:16 PM,CITIZEN ASSIST,Description: Citizen Assist,,UVSTL,,UTAH VALLEY U,UT,,,40.2794,-111.715,10/31/2015 05:52:21 AM,11/10/2015 09:04:14 AM,POINT (-111.715 40.2794),16,Wednesday,Community Policing
60606072,11UV00398,03/11/2011 10:03:09 AM,THEFT-VEHICLE-OTHER TYPE,Description: THEFT-VEHICLE-OTHER TYPE,,1 Block SOFTB,,UTAH VALLEY U,UT,,,40.2772307484,-111.7186367,03/22/2011 07:10:37 PM,06/14/2011 08:32:55 AM,POINT (-111.718637 40.277231),10,Friday,Theft
121623901,12UV00954,08/01/2012 03:08:45 PM,CITIZEN ASSIST,Description: Citizen Assist,,400 Block W 960 SOUTH ST,,UTAH VALLEY U,UT,,,40.279588,-111.704872,08/08/2012 08:01:36 AM,08/08/2012 08:02:01 AM,POINT (-111.704872 40.279588),15,Wednesday,Community Policing
735233994,15UV01625,10/21/2015 02:10:22 PM,CITIZEN ASSIST,Description: Citizen Assist,,UVL8,,UTAH VALLEY U,UT,,,40.2819,-111.72,10/27/2015 05:59:49 AM,11/03/2015 09:04:59 AM,POINT (-111.72 40.2819),14,Wednesday,Community Policing
825522610,17UV02367,11/03/2017 03:11:38 PM,CITIZEN ASSIST,Description: Citizen Assist,,UVMEB,,UTAH VALLEY U,UT,,,40.2831,-111.719,11/06/2017 11:10:15 AM,11/16/2017 11:15:13 AM,POINT (-111.719 40.2831),15,Friday,Community Policing
752347645,16UV00491,03/08/2016 09:03:56 PM,PROPERTY-LOST,Description: Property-Lost,,UVPRS,,UTAH VALLEY U,UT,,,40.2794,-111.715,03/11/2016 06:38:41 AM,03/21/2016 08:05:48 AM,POINT (-111.715 40.2794),21,Tuesday,Property Crime
731457433,15UV01372,09/16/2015 09:09:31 PM,AGENCY ASSIST,Description: Agency Assist,,1300 Block W UNIVERSITY PKWY,,OREM,UT,,,40.2751,-111.727,09/24/2015 08:09:50 AM,09/29/2015 08:07:50 AM,POINT (-111.727 40.2751),21,Wednesday,Community Policing
742732416,15UV01968,12/28/2015 10:12:44 AM,CITIZEN ASSIST,Description: Citizen Assist,,UVLA,,UTAH VALLEY U,UT,,,40.2802,-111.717,01/02/2016 06:41:57 AM,01/08/2016 09:02:17 AM,POINT (-111.717 40.2802),10,Monday,Community Policing
62262783,10UV01340,12/08/2010 10:12:44 AM,THEFT-PROPERTY-OTHER,Description: THEFT-PROPERTY-OTHER,,100 Block LA,,UTAH VALLEY U,UT,,,40.2802007484,-111.7166767,04/11/2011 11:51:11 PM,06/03/2011 02:34:53 AM,POINT (-111.716677 40.280201),10,Wednesday,Theft
830442748,17UV02779,12/26/2017 03:12:57 PM,TRAFFIC OFFENSE,Description: Traffic Offense,,900 Block W 800 SOUTH ST,,OREM,UT,,,40.2827,-111.717,12/29/2017 11:10:14 AM,01/11/2018 03:32:53 PM,POINT (-111.717 40.2827),15,Tuesday,Traffic
757954333,16UV00799,04/20/2016 04:04:23 PM,CITIZEN ASSIST,Description: Citizen Assist,,UVGT,,UTAH VALLEY U,UT,,,40.2785,-111.71,04/26/2016 05:45:40 AM,05/03/2016 08:03:46 AM,POINT (-111.71 40.2785),16,Wednesday,Community Policing
712774787,15UV00495,04/11/2015 06:04:14 PM,ALARM,Description: Alarm,,UVCC,,UTAH VALLEY U,UT,,,40.2764,-111.705,04/14/2015 04:06:24 PM,04/14/2015 04:05:50 PM,POINT (-111.705 40.2764),18,Saturday,Alarm
748499096,16UV00175,01/27/2016 01:01:18 AM,AGENCY ASSIST,Description: Agency Assist,,800 Block W UNIVERSITY PKWY,,OREM,UT,,,40.2752,-111.714,02/01/2016 06:41:25 AM,02/07/2016 09:21:24 AM,POINT (-111.714 40.2752),1,Wednesday,Community Policing
618920032,14UV01606,11/21/2014 11:11:44 AM,TRAFFIC ACCIDENT-HIT & RUN,Description: Traffic Accident-Hit & Run,,1 Block UVADL,,UTAH VALLEY U,UT,,,40.2763,-111.713,11/24/2014 09:04:04 AM,12/03/2014 09:11:08 AM,POINT (-111.713 40.2763),11,Friday,Traffic
395235320,14UV00393,03/20/2014 11:03:53 PM,TRAFFIC OFFENSE,Description: Traffic Offense,,1200 Block S SANDHILL RD,,OREM,UT,,,40.2738,-111.713,03/23/2014 08:02:41 AM,04/01/2014 09:38:02 AM,POINT (-111.713 40.2738),23,Thursday,Traffic
753848809,16UV00561,03/21/2016 04:03:30 PM,CRIMINAL MISCHIEF,Description: Criminal Mischief,,UVSC,,UTAH VALLEY U,UT,,,40.2788,-111.714,03/24/2016 05:39:23 AM,04/03/2016 08:08:38 AM,POINT (-111.714 40.2788),16,Monday,Other
56384227,11UV00120,01/20/2011 09:01:45 AM,CITIZEN ASSIST,Description: CITIZEN ASSIST,,300 Block GT,,UTAH VALLEY U,UT,,,40.2785307484,-111.7103767,01/27/2011 08:55:56 AM,06/14/2011 08:32:52 AM,POINT (-111.710377 40.278531),9,Thursday,Community Policing
736295517,15UV01718,11/03/2015 11:11:32 AM,CITIZEN ASSIST,Description: Citizen Assist,,UVLA,,UTAH VALLEY U,UT,,,40.2802,-111.717,11/06/2015 06:54:45 AM,11/16/2015 09:04:33 AM,POINT (-111.717 40.2802),11,Tuesday,Community Policing
728620715,15UV01220,08/25/2015 05:08:37 PM,AGENCY ASSIST,Description: Agency Assist,,1300 Block S SANDHILL RD,,OREM,UT,,,40.2721,-111.712,08/28/2015 08:14:12 AM,09/07/2015 08:18:33 AM,POINT (-111.712 40.2721),17,Tuesday,Community Policing
754068460,16UV00584,03/24/2016 12:03:24 PM,PROPERTY-FOUND,Description: Property-Found,,300 Block UVGT,,UTAH VALLEY U,UT,,,40.2785,-111.71,03/27/2016 05:39:16 AM,04/06/2016 08:05:23 AM,POINT (-111.71 40.2785),12,Thursday,Property Crime
62262670,10UV01405,12/21/2010 10:12:00 AM,CITIZEN ASSIST,Description: CITIZEN ASSIST,,1 Block CP,,UTAH VALLEY U,UT,,,40.2782207484,-111.7132667,04/11/2011 11:51:11 PM,06/14/2011 08:32:52 AM,POINT (-111.713267 40.278221),10,Tuesday,Community Policing
751293995,16UV00444,02/28/2016 12:02:05 AM,ALARM,Description: Alarm,,UVEC,,UTAH VALLEY U,UT,,,40.2786,-111.717,03/02/2016 06:29:01 AM,03/12/2016 09:11:08 AM,POINT (-111.717 40.2786),0,Sunday,Alarm
65229603,11UV00658,04/28/2011 07:04:46 PM,PROPERTY DAMAGE-NON VANDALISM,Description: PROPERTY DAMAGE-NON VANDALISM,,1100 Block W 680 SOUTH ST,,OREM,UT,,,40.2847707484,-111.7229267,05/10/2011 02:34:22 AM,06/14/2011 08:32:58 AM,POINT (-111.722927 40.284771),19,Thursday,Property Crime Residential
827068589,17UV02491,11/17/2017 04:11:07 PM,CRIMINAL MISCHIEF,Description: Criminal Mischief,,UVSTL,,UTAH VALLEY U,UT,,,40.2794,-111.715,11/20/2017 11:09:55 AM,11/30/2017 11:13:01 AM,POINT (-111.715 40.2794),16,Friday,Other
737842622,15UV01782,11/16/2015 03:11:16 PM,AGENCY ASSIST,Description: Agency Assist,,500 Block W BRUIN BLVD,,OREM,UT,,,40.2941,-111.709,11/19/2015 06:49:16 AM,11/29/2015 09:04:52 AM,POINT (-111.709 40.2941),15,Monday,Community Policing
825601529,17UV02375,11/04/2017 04:11:18 PM,TRAFFIC OFFENSE,Description: Traffic Offense,,400 Block W UNIVERSITY PKWY,,OREM,UT,,,40.2736,-111.705,11/07/2017 11:09:36 AM,11/17/2017 11:13:03 AM,POINT (-111.705 40.2736),16,Saturday,Traffic
838209965,18UV00518,03/13/2018 09:03:49 AM,THEFT-PROPERTY-BICYCLE,Description: Theft-Property-Bicycle,,UVSB,,UTAH VALLEY U,UT,,,40.2781,-111.716,03/16/2018 06:49:42 AM,03/27/2018 07:00:40 AM,POINT (-111.716 40.2781),9,Tuesday,Theft
826943827,17UV02459,11/15/2017 08:11:33 AM,ALARM,Description: Alarm,,UVLC,,UTAH VALLEY U,UT,,,40.2785,-111.713,11/18/2017 11:09:54 AM,11/28/2017 06:49:36 PM,POINT (-111.713 40.2785),8,Wednesday,Alarm
759549438,16UV00953,05/13/2016 09:05:59 PM,PROPERTY-FOUND,Description: Property-Found,,UVBB,,UTAH VALLEY U,UT,,,40.2765,-111.717,05/16/2016 05:46:05 AM,07/11/2016 03:52:05 PM,POINT (-111.717 40.2765),21,Friday,Property Crime
116773402,12UV00794,06/20/2012 01:06:07 AM,AGENCY ASSIST,Description: Agency Assist,,400 Block S 1200 WEST ST,,OREM,UT,,,40.289906,-111.724225,06/23/2012 08:01:42 AM,07/02/2012 08:01:24 AM,POINT (-111.724225 40.289906),1,Wednesday,Community Policing
148344274,13UV00324,03/25/2013 10:03:03 AM,TRAFFIC ACCIDENT-NON REPORTABL,Description: Traffic Accident-Non Reportabl,,1 Block BLDGL,,UTAH VALLEY U,UT,,,40.323518,-111.680173,03/28/2013 08:01:42 AM,04/06/2013 08:01:46 AM,POINT (-111.680173 40.323518),10,Monday,Traffic
742385162,15UV01964,12/23/2015 05:12:09 PM,PROPERTY-FOUND,Description: Property-Found,,UVLA,,UTAH VALLEY U,UT,,,40.2802,-111.717,12/28/2015 06:43:04 AM,01/05/2016 09:02:49 AM,POINT (-111.717 40.2802),17,Wednesday,Property Crime
737203785,15UV01764,11/11/2015 04:11:42 PM,THEFT-PROPERTY-OTHER,Description: Theft-Property-Other,,UVLA,,UTAH VALLEY U,UT,,,40.2802,-111.717,11/14/2015 06:52:20 AM,11/23/2015 09:04:32 AM,POINT (-111.717 40.2802),16,Wednesday,Theft
235384342,13UV00839,09/01/2013 08:09:02 AM,AGENCY ASSIST,Description: Agency Assist,,400 Block S 1200 WEST ST,,OREM,UT,,,40.2882,-111.724,09/04/2013 08:01:52 AM,09/13/2013 08:01:38 AM,POINT (-111.724 40.2882),8,Sunday,Community Policing
74928429,11UV01051,07/18/2011 09:07:51 AM,ALARM,Description: Alarm,,3100 Block W MIKE JENSE PKWY,,PROVO,UT,,,40.2208907484,-111.7145167,07/25/2011 08:04:28 AM,07/30/2011 08:04:23 AM,POINT (-111.714517 40.220891),9,Monday,Alarm
750960185,16UV00410,02/23/2016 10:02:06 AM,CITIZEN ASSIST,Description: Citizen Assist,,300 Block UVGT,,UTAH VALLEY U,UT,,,40.2785,-111.71,02/27/2016 06:34:32 AM,03/06/2016 09:16:51 AM,POINT (-111.71 40.2785),10,Tuesday,Community Policing
92043093,11UV02015,12/28/2011 10:12:37 PM,SUSPICIOUS,Description: Suspicious,,1 Block WCC,,UTAH VALLEY U,UT,,,40.2763507484,-111.7051467,01/04/2012 09:05:06 AM,01/09/2012 09:05:16 AM,POINT (-111.705147 40.276351),22,Wednesday,Community Policing
753999838,16UV00573,03/23/2016 09:03:05 AM,AGENCY ASSIST,Description: Agency Assist,,1200 Block W UNIVERSITY PKWY,,OREM,UT,,,40.2752,-111.724,03/26/2016 05:41:06 AM,04/05/2016 08:06:34 AM,POINT (-111.724 40.2752),9,Wednesday,Community Policing
58875336,11UV00313,02/23/2011 08:02:31 AM,CITIZEN ASSIST,Description: CITIZEN ASSIST,,800 Block W UNIVERSITY PKWY,,OREM,UT,,,40.2751807484,-111.7142767,03/02/2011 08:56:46 AM,06/14/2011 08:32:55 AM,POINT (-111.714277 40.275181),8,Wednesday,Community Policing
723266574,15UV00929,07/02/2015 10:07:14 AM,CITIZEN ASSIST,Description: Citizen Assist,,300 Block UVGT,,UTAH VALLEY U,UT,,,40.2785,-111.71,07/06/2015 08:05:14 AM,07/15/2015 08:16:59 AM,POINT (-111.71 40.2785),10,Thursday,Community Policing
131299231,12UV01346,11/02/2012 04:11:50 PM,TRAFFIC ACCIDENT-REPORTABLE,Description: Traffic Accident-Reportable,,700 Block W COLLEGE DR,,UTAH VALLEY U,UT,,,40.275704,-111.71085,11/05/2012 09:01:23 AM,11/14/2012 09:01:19 AM,POINT (-111.71085 40.275704),16,Friday,Traffic
750266604,16UV00363,02/16/2016 09:02:30 AM,CITIZEN ASSIST,Description: Citizen Assist,,300 Block UVGT,,UTAH VALLEY U,UT,,,40.2785,-111.71,02/19/2016 06:37:39 AM,02/27/2016 09:06:07 AM,POINT (-111.71 40.2785),9,Tuesday,Community Policing
477377546,14UV00883,06/25/2014 07:06:07 PM,ANIMAL PROBLEM,Description: Animal Problem,,1 Block UVUCL,,UTAH VALLEY U,UT,,,40.2792,-111.718,06/28/2014 08:07:44 AM,07/07/2014 08:06:33 AM,POINT (-111.718 40.2792),19,Wednesday,Community Policing
757591954,16UV00780,04/19/2016 12:04:40 PM,THEFT-PROPERTY-OTHER,Description: Theft-Property-Other,,UVPE,,UTAH VALLEY U,UT,,,40.2796,-111.716,04/22/2016 05:42:18 AM,04/30/2016 08:23:39 AM,POINT (-111.716 40.2796),12,Tuesday,Theft
94795583,12UV00062,01/12/2012 06:01:09 PM,TRAFFIC ACCIDENT-REPORTABLE,Description: Traffic Accident-Reportable,,1000 Block S COLLEGE DR,,UTAH VALLEY U,UT,,,40.2783207484,-111.7083767,01/19/2012 09:05:25 AM,01/24/2012 09:05:55 AM,POINT (-111.708377 40.278321),18,Thursday,Traffic
583352691,14UV01431,10/14/2014 05:10:02 PM,TRAFFIC ACCIDENT-REPORTABLE,Description: Traffic Accident-Reportable,,1200 Block S STATE ST,,OREM,UT,,,40.2751,-111.685,10/17/2014 08:03:50 AM,10/26/2014 08:04:35 AM,POINT (-111.685 40.2751),17,Tuesday,Traffic
73669603,11UV01021,07/13/2011 01:07:13 AM,SUSPICIOUS,Description: Suspicious,,800 Block S 400 WEST ST,,OREM,UT,,,40.2809607484,-111.7048967,07/20/2011 08:04:21 AM,07/25/2011 08:04:28 AM,POINT (-111.704897 40.280961),1,Wednesday,Community Policing
62262644,10UV01344,12/09/2010 08:12:53 AM,PROPERTY-FOUND,Description: PROPERTY-FOUND,,1200 Block S COLLEGE DR,,OREM,UT,,,40.2765807484,-111.7176867,04/11/2011 11:51:11 PM,06/07/2011 03:13:08 PM,POINT (-111.717687 40.276581),8,Thursday,Property Crime
72598408,11UV00963,07/01/2011 03:07:49 AM,WARRANT SERVED FOR OTHER AGENC,Description: Warrant Served For Other Agenc,,1200 Block W CENTER ST,,OREM,UT,,,40.1866337484,-111.5459777,07/08/2011 08:04:45 AM,07/13/2011 08:04:54 AM,POINT (-111.545978 40.186634),3,Friday,Community Policing
144086288,13UV00195,02/18/2013 04:02:07 PM,ANIMAL PROBLEM,Description: Animal Problem,,1100 Block S 400 WEST ST,,OREM,UT,,,40.277257,-111.70481,02/23/2013 09:02:20 AM,03/02/2013 09:01:54 AM,POINT (-111.70481 40.277257),16,Monday,Community Policing
863104788,18UV01217,07/06/2018 10:07:11 PM,TRESPASSING,Description: Trespassing,,UVLC,,UTAH VALLEY U,UT,,,40.2785,-111.713,07/09/2018 06:52:56 AM,07/19/2018 06:30:39 PM,POINT (-111.713 40.2785),22,Friday,Other
757954328,16UV00822,04/23/2016 02:04:41 AM,AGENCY ASSIST,Description: Agency Assist,,E 1100 SOUTH ST & S VIRGINIA CIR,,OREM,UT,,,40.277,-111.691,04/26/2016 05:45:40 AM,05/06/2016 08:04:32 AM,POINT (-111.691 40.277),2,Saturday,Community Policing
112222668,12UV00644,05/09/2012 05:05:43 PM,AGENCY ASSIST,Description: Agency Assist,,100 Block N 100 EAST ST,,PAYSON,UT,,,40.045146,-111.730673,05/18/2012 08:01:15 AM,05/21/2012 03:49:00 PM,POINT (-111.730673 40.045146),17,Wednesday,Community Policing
70238082,11UV00750,05/24/2011 05:05:42 PM,TRAFFIC ACCIDENT-NON REPORTABL,Description: TRAFFIC ACCIDENT-NON REPORTABL,,800 Block W UNIVERSITY PKWY,,OREM,UT,,,40.2751807484,-111.7142767,06/07/2011 03:13:17 PM,06/14/2011 08:32:58 AM,POINT (-111.714277 40.275181),17,Tuesday,Traffic
739570994,15UV01860,12/03/2015 01:12:58 PM,TRAFFIC ACCIDENT-INJURY,Description: Traffic Accident-Injury,,900 Block S COLLEGE DR,,UTAH VALLEY U,UT,,,40.2789,-111.708,12/08/2015 06:46:51 AM,12/12/2015 09:04:27 AM,POINT (-111.708 40.2789),13,Thursday,Traffic
91046648,11UV01948,12/12/2011 09:12:10 AM,INFORMATION,Description: Information,,300 Block GT,,UTAH VALLEY U,UT,,,40.2785307484,-111.7103767,12/19/2011 09:05:21 AM,12/24/2011 09:04:22 AM,POINT (-111.710377 40.278531),9,Monday,Community Policing
751833277,16UV00471,03/03/2016 06:03:07 PM,ANIMAL PROBLEM,Description: Animal Problem,,UVCC,,UTAH VALLEY U,UT,,,40.2764,-111.705,03/06/2016 06:49:33 AM,03/14/2016 08:04:58 AM,POINT (-111.705 40.2764),18,Thursday,Community Policing
751214411,16UV00420,02/25/2016 10:02:29 AM,AGENCY ASSIST,Description: Agency Assist,,1300 Block W 400 SOUTH ST,,OREM,UT,,,40.2899,-111.728,03/01/2016 06:42:19 AM,03/06/2016 09:16:53 AM,POINT (-111.728 40.2899),10,Thursday,Community Policing
745132072,16UV00093,01/14/2016 07:01:20 PM,TRAFFIC OFFENSE,Description: Traffic Offense,,UVL4,,UTAH VALLEY U,UT,,,40.2807,-111.718,01/17/2016 06:40:22 AM,01/25/2016 09:30:42 AM,POINT (-111.718 40.2807),19,Thursday,Traffic
514767217,14UV01044,08/02/2014 12:08:12 PM,TRAFFIC OFFENSE,Description: Traffic Offense,,400 Block W 800 SOUTH ST,,OREM,UT,,,40.2826,-111.706,08/05/2014 08:16:29 AM,08/12/2014 08:20:35 AM,POINT (-111.706 40.2826),12,Saturday,Traffic
514767216,14UV01037,07/31/2014 04:07:44 PM,TRAFFIC ACCIDENT-NON REPORTABL,Description: Traffic Accident-Non Reportabl,,1300 Block S SANDHILL RD,,OREM,UT,,,40.2721,-111.712,08/05/2014 08:16:29 AM,08/12/2014 08:20:39 AM,POINT (-111.712 40.2721),16,Thursday,Traffic
834089636,18UV00299,02/10/2018 06:02:08 PM,AGENCY ASSIST,Description: Agency Assist,,600 Block N MILL RD,,VINEYARD,UT,,,40.3081,-111.74,02/13/2018 07:16:11 AM,02/24/2018 06:26:57 AM,POINT (-111.74 40.3081),18,Saturday,Community Policing
830764624,17UV02810,12/31/2017 11:12:11 PM,AGENCY ASSIST,Description: Agency Assist,,100 Block S GENEVA RD,,VINEYARD,UT,,,40.2953,-111.734,01/03/2018 11:09:30 AM,01/14/2018 06:50:14 AM,POINT (-111.734 40.2953),23,Sunday,Community Policing
