incident_id,case_number,incident_datetime,incident_type_primary,incident_description,clearance_type,address_1,address_2,city,state,zip,country,latitude,longitude,created_at,updated_at,location,hour_of_day,day_of_week,parent_incident_type
780682260,16UV01861,11/01/2016 12:11:11 AM,PROPERTY-FOUND,Description: Property-Found,,UVEC,,UTAH VALLEY U,UT,,,40.2786,-111.717,11/08/2016 05:14:26 PM,11/14/2016 04:45:51 PM,POINT (-111.717 40.2786),0,Tuesday,Property Crime
107198008,12UV00487,04/04/2012 02:04:40 PM,TRAFFIC ACCIDENT-NON REPORTABL,Description: Traffic Accident-Non Reportabl,,L7,,UTAH VALLEY U,UT,,,442.9921307484,-1228.6975467,04/15/2012 08:01:17 AM,04/24/2012 08:01:12 AM,POINT (-1228.697547 442.992131),14,Wednesday,Traffic
201139051,13UV00696,07/13/2013 07:07:21 PM,CITIZEN ASSIST,Description: Citizen Assist,,UVLC,,UTAH VALLEY U,UT,,,40.2785,-111.713,07/19/2013 08:01:58 AM,07/25/2013 08:01:18 AM,POINT (-111.713 40.2785),19,Saturday,Community Policing
774141432,16UV01666,09/25/2016 01:09:04 AM,AGENCY ASSIST,Description: Agency Assist,,1400 Block S STATE ST,,OREM,UT,,,40.2706,-111.683,09/28/2016 08:08:04 AM,11/14/2016 04:44:54 PM,POINT (-111.683 40.2706),1,Sunday,Community Policing
146699932,13UV00305,03/13/2013 01:03:59 AM,PROPERTY-FOUND,Description: Property-Found,,WB,,UTAH VALLEY U,UT,,,40.277939,-111.713138,03/16/2013 08:02:13 AM,03/25/2013 08:02:05 AM,POINT (-111.713138 40.277939),1,Wednesday,Property Crime
758278262,16UV00848,04/26/2016 12:04:52 PM,PROPERTY-FOUND,Description: Property-Found,,UVCR,,UTAH VALLEY U,UT,,,40.2819,-111.717,04/30/2016 06:05:51 AM,05/09/2016 08:08:07 AM,POINT (-111.717 40.2819),12,Tuesday,Property Crime
102747694,12UV00324,02/27/2012 10:02:45 PM,CITIZEN ASSIST,Description: Citizen Assist,,LI,,UTAH VALLEY U,UT,,,40.2810907484,-111.7164367,03/12/2012 09:26:06 PM,03/18/2012 08:00:57 AM,POINT (-111.716437 40.281091),22,Monday,Community Policing
126968514,12UV01135,09/17/2012 06:09:42 PM,DISORDERLY CONDUCT,Description: Disorderly Conduct,,SC,,UTAH VALLEY U,UT,,,40.278784,-111.714429,09/20/2012 08:01:35 AM,09/29/2012 08:01:25 AM,POINT (-111.714429 40.278784),18,Monday,Disorder
107900107,12UV00523,04/12/2012 05:04:11 PM,PROPERTY-FOUND,Description: Property-Found,,GT,,UTAH VALLEY U,UT,,,40.278534,-111.710371,04/23/2012 08:01:03 AM,05/02/2012 08:05:20 AM,POINT (-111.710371 40.278534),17,Thursday,Property Crime
112293652,12UV00649,05/10/2012 11:05:15 AM,AGENCY ASSIST,Description: Agency Assist,,GT,,UTAH VALLEY U,UT,,,40.278534,-111.710371,05/19/2012 08:01:21 AM,05/22/2012 08:01:24 AM,POINT (-111.710371 40.278534),11,Thursday,Community Policing
771684917,16UV01558,09/07/2016 03:09:06 PM,PROPERTY-LOST,Description: Property-Lost,,UVEC,,UTAH VALLEY U,UT,,,40.2786,-111.717,09/10/2016 08:08:23 AM,11/14/2016 04:45:50 PM,POINT (-111.717 40.2786),15,Wednesday,Property Crime
238985794,13UV00875,09/06/2013 01:09:49 PM,TRAFFIC ACCIDENT-NON REPORTABL,Description: Traffic Accident-Non Reportabl,,UVLA,,UTAH VALLEY U,UT,,,40.2802,-111.717,09/09/2013 08:13:43 AM,09/18/2013 08:01:54 AM,POINT (-111.717 40.2802),13,Friday,Traffic
766796564,16UV01327,07/31/2016 08:07:30 AM,ALARM,Description: Alarm,,UVHGB,,UTAH VALLEY U,UT,,,40.2176,-111.717,08/03/2016 08:04:23 AM,08/13/2016 11:21:39 AM,POINT (-111.717 40.2176),8,Sunday,Alarm
131113857,12UV01292,10/24/2012 07:10:00 AM,THEFT-PROPERTY-SHOPLIFTING,Description: Theft-Property-Shoplifting,,SC,,UTAH VALLEY U,UT,,,40.278784,-111.714429,11/02/2012 08:01:34 AM,11/05/2012 09:01:23 AM,POINT (-111.714429 40.278784),7,Wednesday,Theft
126324932,12UV01113,09/11/2012 02:09:42 PM,TRAFFIC OFFENSE,Description: Traffic Offense,,W MCKAY DR,,UTAH VALLEY U,UT,,,40.278872,-111.719986,09/14/2012 08:01:36 AM,09/23/2012 08:02:09 AM,POINT (-111.719986 40.278872),14,Tuesday,Traffic
138772972,13UV00010,01/04/2013 04:01:21 PM,CITIZEN ASSIST,Description: Citizen Assist,,CS,,UTAH VALLEY U,UT,,,40.27906,-111.711151,01/07/2013 09:02:50 AM,01/16/2013 09:01:34 AM,POINT (-111.711151 40.27906),16,Friday,Community Policing
879466586,18UV01772,09/27/2018 10:09:06 AM,CITIZEN ASSIST,Description: Citizen Assist,,300 Block UVGT,,UTAH VALLEY U,UT,,,40.2785,-111.71,09/30/2018 06:29:41 AM,09/30/2018 06:30:11 AM,POINT (-111.71 40.2785),10,Thursday,Community Policing
141527049,13UV00118,01/31/2013 04:01:26 PM,AGENCY ASSIST,Description: Agency Assist,,WSC,,UTAH VALLEY U,UT,,,40.282208,-111.722497,02/03/2013 09:02:09 AM,02/12/2013 09:02:41 AM,POINT (-111.722497 40.282208),16,Thursday,Community Policing
770022160,16UV01477,08/26/2016 08:08:18 AM,PROPERTY-LOST,Description: Property-Lost,,UVSB,,UTAH VALLEY U,UT,,,40.2781,-111.716,08/29/2016 09:22:01 AM,11/14/2016 04:45:49 PM,POINT (-111.716 40.2781),8,Friday,Property Crime
116874887,12UV00807,06/22/2012 04:06:24 PM,TRAFFIC OFFENSE,Description: Traffic Offense,,ADMVL,,UTAH VALLEY U,UT,,,40.276311,-111.713315,06/25/2012 08:01:20 AM,07/04/2012 08:01:52 AM,POINT (-111.713315 40.276311),16,Friday,Traffic
212761557,13UV00748,08/01/2013 01:08:07 AM,ALARM,Description: Alarm,,UVHGB,,UTAH VALLEY U,UT,,,40.2176,-111.717,08/04/2013 08:01:37 AM,08/13/2013 08:01:38 AM,POINT (-111.717 40.2176),1,Thursday,Alarm
780682265,16UV01863,11/01/2016 12:11:06 AM,PROPERTY-FOUND,Description: Property-Found,,UVEC,,UTAH VALLEY U,UT,,,40.2786,-111.717,11/08/2016 05:14:26 PM,11/14/2016 04:45:51 PM,POINT (-111.717 40.2786),0,Tuesday,Property Crime
827310262,17UV02505,11/20/2017 02:11:55 PM,AGENCY ASSIST,Description: Agency Assist,,1200 Block S 800 EAST ST,,OREM,UT,,,40.2733,-111.676,11/23/2017 11:10:37 AM,12/03/2017 11:10:29 AM,POINT (-111.676 40.2733),14,Monday,Community Policing
185435487,13UV00635,06/24/2013 11:06:19 PM,ALCOHOL OFFENSE,Description: Alcohol Offense,,UVLC,,UTAH VALLEY U,UT,,,40.278513,-111.712819,06/27/2013 08:04:32 AM,07/06/2013 08:02:41 AM,POINT (-111.712819 40.278513),23,Monday,Liquor
770538204,16UV01487,08/28/2016 09:08:22 AM,AGENCY ASSIST,Description: Agency Assist,,800 Block W 1250 SOUTH ST,,OREM,UT,,,40.2744,-111.715,08/31/2016 08:07:30 AM,11/14/2016 04:45:49 PM,POINT (-111.715 40.2744),9,Sunday,Community Policing
105219736,12UV00431,03/21/2012 04:03:27 PM,CITIZEN ASSIST,Description: Citizen Assist,,CS,,UTAH VALLEY U,UT,,,442.9649507484,-1228.6376767,04/01/2012 08:01:17 AM,04/10/2012 08:01:09 AM,POINT (-1228.637677 442.964951),16,Wednesday,Community Policing
132658881,12UV01403,11/14/2012 12:11:09 AM,PROPERTY-FOUND,Description: Property-Found,,LA,,UTAH VALLEY U,UT,,,40.280201,-111.716668,11/17/2012 09:01:39 AM,11/26/2012 09:01:20 AM,POINT (-111.716668 40.280201),0,Wednesday,Property Crime
832026600,18UV00091,01/17/2018 11:01:58 PM,AGENCY ASSIST,Description: Agency Assist,,100 Block N MILL RD,,VINEYARD,UT,,,40.2995,-111.737,01/20/2018 07:59:07 AM,01/31/2018 06:57:46 AM,POINT (-111.737 40.2995),23,Wednesday,Community Policing
181169078,13UV00621,06/18/2013 01:06:14 PM,ALARM,Description: Alarm,,UVGT,,UTAH VALLEY U,UT,,,40.278534,-111.710371,06/21/2013 08:02:00 AM,06/30/2013 08:03:14 AM,POINT (-111.710371 40.278534),13,Tuesday,Alarm
132362597,12UV01372,11/07/2012 08:11:30 AM,TRAFFIC ACCIDENT-NON REPORTABL,Description: Traffic Accident-Non Reportabl,,LTLDS,,UTAH VALLEY U,UT,,,40.282414,-111.716624,11/14/2012 09:01:19 AM,11/19/2012 09:01:32 AM,POINT (-111.716624 40.282414),8,Wednesday,Traffic
236214118,13UV00844,09/01/2013 09:09:44 PM,CRIMINAL MISCHIEF,Description: Criminal Mischief,,UVSC,,UTAH VALLEY U,UT,,,40.2788,-111.714,09/05/2013 08:01:48 AM,09/11/2013 09:33:49 AM,POINT (-111.714 40.2788),21,Sunday,Other
769698880,16UV01436,08/22/2016 12:08:35 PM,TRAFFIC ACCIDENT-REPORTABLE,Description: Traffic Accident-Reportable,,UVL6,,UTAH VALLEY U,UT,,,40.2813,-111.719,08/25/2016 08:06:35 AM,11/14/2016 04:45:49 PM,POINT (-111.719 40.2813),12,Monday,Traffic
768798255,16UV01385,08/10/2016 09:08:41 AM,THEFT-PROPERTY-FROM MOTOR VEHI,Description: Theft-Property-From Motor Vehi,,UVL4,,UTAH VALLEY U,UT,,,40.2807,-111.718,08/20/2016 08:05:53 AM,08/23/2016 10:10:51 AM,POINT (-111.718 40.2807),9,Wednesday,Theft
217676403,13UV00767,08/07/2013 10:08:23 PM,ALARM,Description: Alarm,,UVGT,,UTAH VALLEY U,UT,,,40.2785,-111.71,08/10/2013 08:02:39 AM,08/19/2013 08:48:54 AM,POINT (-111.71 40.2785),22,Wednesday,Alarm
829562333,17UV02733,12/19/2017 12:12:38 AM,AGENCY ASSIST,Description: Agency Assist,,26700 Block I15SB,,PROVO,UT,,,40.2607,-111.706,12/22/2017 11:10:12 AM,01/01/2018 07:22:53 PM,POINT (-111.706 40.2607),0,Tuesday,Community Policing
145843384,13UV00275,03/05/2013 02:03:28 PM,THEFT-PROPERTY-BICYCLE,Description: Theft-Property-Bicycle,,LI,,UTAH VALLEY U,UT,,,40.281099,-111.716437,03/08/2013 09:01:15 AM,03/16/2013 08:02:13 AM,POINT (-111.716437 40.281099),14,Tuesday,Theft
764652733,16UV01059,06/01/2016 02:06:01 PM,THEFT-PROPERTY-OTHER,Description: Theft-Property-Other,,UVEC,,UTAH VALLEY U,UT,,,40.2786,-111.717,07/11/2016 01:45:09 PM,07/11/2016 04:00:58 PM,POINT (-111.717 40.2786),14,Wednesday,Theft
140839837,13UV00073,01/22/2013 01:01:25 PM,CRIMINAL MISCHIEF,Description: Criminal Mischief,,SC,,UTAH VALLEY U,UT,,,40.278784,-111.714429,01/25/2013 09:01:37 AM,02/03/2013 09:02:09 AM,POINT (-111.714429 40.278784),13,Tuesday,Other
149527365,13UV00362,04/04/2013 07:04:18 AM,CITIZEN ASSIST,Description: Citizen Assist,,GT,,UTAH VALLEY U,UT,,,40.278534,-111.710371,04/07/2013 08:01:56 AM,04/16/2013 08:02:07 AM,POINT (-111.710371 40.278534),7,Thursday,Community Policing
767828381,16UV01396,08/12/2016 10:08:34 PM,AGENCY ASSIST,Description: Agency Assist,,1400 Block N STATE ST,,OREM,UT,,,40.3229,-111.706,08/15/2016 08:05:12 AM,08/25/2016 10:14:27 AM,POINT (-111.706 40.3229),22,Friday,Community Policing
125447404,12UV01055,08/29/2012 02:08:11 PM,TRAFFIC ACCIDENT-NON REPORTABL,Description: Traffic Accident-Non Reportabl,,FC,,UTAH VALLEY U,UT,,,40.280318,-111.70516,09/05/2012 08:01:41 AM,09/10/2012 08:01:25 AM,POINT (-111.70516 40.280318),14,Wednesday,Traffic
769806085,16UV01447,08/23/2016 10:08:50 AM,TRAFFIC ACCIDENT-REPORTABLE,Description: Traffic Accident-Reportable,,W COLLEGE DR,,UTAH VALLEY U,UT,,,40.2817,-111.722,08/26/2016 08:06:36 AM,11/14/2016 04:45:49 PM,POINT (-111.722 40.2817),10,Tuesday,Traffic
832262658,18UV00114,01/20/2018 02:01:06 PM,THEFT-PROPERTY-OTHER,Description: Theft-Property-Other,,1 Block UVMEB,,UTAH VALLEY U,UT,,,40.2831,-111.719,01/23/2018 07:50:09 AM,02/03/2018 06:44:21 AM,POINT (-111.719 40.2831),14,Saturday,Theft
766368356,16UV01310,07/26/2016 07:07:50 PM,TRAFFIC ACCIDENT-REPORTABLE,Description: Traffic Accident-Reportable,,900 Block W UNIVERSITY PKWY,,OREM,UT,,,40.2753,-111.718,07/29/2016 08:02:36 AM,08/08/2016 10:12:20 AM,POINT (-111.718 40.2753),19,Tuesday,Traffic
867711803,18UV01426,08/09/2018 05:08:35 PM,ALARM,Description: Alarm,,UVNG,,UTAH VALLEY U,UT,,,40.2803,-111.728,08/20/2018 03:30:37 PM,08/22/2018 06:26:31 PM,POINT (-111.728 40.2803),17,Thursday,Alarm
771220175,16UV01537,09/04/2016 09:09:24 PM,PROPERTY-FOUND,Description: Property-Found,,UVL1,,UTAH VALLEY U,UT,,,40.2762,-111.715,09/07/2016 08:08:14 AM,11/14/2016 04:44:45 PM,POINT (-111.715 40.2762),21,Sunday,Property Crime
766273302,16UV01296,07/25/2016 05:07:04 AM,AGENCY ASSIST,Description: Agency Assist,,800 Block W 1250 SOUTH ST,,OREM,UT,,,40.2744,-111.715,07/28/2016 08:02:22 AM,08/07/2016 10:13:58 AM,POINT (-111.715 40.2744),5,Monday,Community Policing
139023145,13UV00012,01/07/2013 09:01:47 AM,TRAFFIC ACCIDENT-NON REPORTABL,Description: Traffic Accident-Non Reportabl,,UCCVL,,UTAH VALLEY U,UT,,,40.279188,-111.718323,01/10/2013 09:03:17 AM,01/19/2013 09:01:47 AM,POINT (-111.718323 40.279188),9,Monday,Traffic
775135058,16UV01719,10/04/2016 10:10:07 AM,TRAFFIC ACCIDENT-NON REPORTABL,Description: Traffic Accident-Non Reportabl,,UVL10,,UTAH VALLEY U,UT,,,40.2838,-111.722,10/07/2016 08:08:32 AM,11/14/2016 04:45:50 PM,POINT (-111.722 40.2838),10,Tuesday,Traffic
145957235,13UV00289,03/07/2013 03:03:52 PM,CITIZEN ASSIST,Description: Citizen Assist,,GT,,UTAH VALLEY U,UT,,,40.278534,-111.710371,03/10/2013 08:19:24 AM,03/19/2013 08:02:30 AM,POINT (-111.710371 40.278534),15,Thursday,Community Policing
772116035,16UV01578,09/12/2016 08:09:20 AM,TRAFFIC ACCIDENT-REPORTABLE,Description: Traffic Accident-Reportable,,UVL10,,UTAH VALLEY U,UT,,,40.2838,-111.722,09/15/2016 08:08:26 AM,11/14/2016 04:45:50 PM,POINT (-111.722 40.2838),8,Monday,Traffic
879466585,18UV01771,09/27/2018 08:09:29 AM,TRAFFIC ACCIDENT-NON REPORTABL,Description: Traffic Accident-Non Reportabl,,1 Block UVPRS,,UTAH VALLEY U,UT,,,40.2794,-111.715,09/30/2018 06:29:41 AM,09/30/2018 06:30:10 AM,POINT (-111.715 40.2794),8,Thursday,Traffic
758278255,16UV00835,04/25/2016 12:04:02 AM,TRAFFIC OFFENSE,Description: Traffic Offense,,1200 Block W CENTER ST,,OREM,UT,,,40.2972,-111.724,04/30/2016 06:05:51 AM,05/08/2016 08:11:02 AM,POINT (-111.724 40.2972),0,Monday,Traffic
128765810,12UV01225,10/06/2012 10:10:45 AM,VEHICLE RECOVERED,Description: Vehicle Recovered,,GT,,UTAH VALLEY U,UT,,,40.278534,-111.710371,10/11/2012 08:01:13 AM,10/18/2012 08:01:39 AM,POINT (-111.710371 40.278534),10,Saturday,Community Policing
772193590,16UV01585,09/13/2016 12:09:47 AM,AGENCY ASSIST,Description: Agency Assist,,400 Block W 800 SOUTH ST,,OREM,UT,,,40.2825,-111.705,09/16/2016 08:08:20 AM,11/14/2016 04:44:53 PM,POINT (-111.705 40.2825),0,Tuesday,Community Policing
758278260,16UV00845,04/26/2016 09:04:14 AM,TRAFFIC ACCIDENT-HIT & RUN,Description: Traffic Accident-Hit & Run,,UVL10,,UTAH VALLEY U,UT,,,40.2838,-111.722,04/30/2016 06:05:51 AM,05/09/2016 08:08:06 AM,POINT (-111.722 40.2838),9,Tuesday,Traffic
770022159,16UV01479,08/26/2016 02:08:02 PM,AGENCY ASSIST,Description: Agency Assist,,1300 Block W 900 SOUTH ST,,OREM,UT,,,40.2802,-111.726,08/29/2016 09:22:01 AM,11/14/2016 04:45:49 PM,POINT (-111.726 40.2802),14,Friday,Community Policing
769698879,16UV01438,08/22/2016 01:08:49 PM,TRAFFIC ACCIDENT-NON REPORTABL,Description: Traffic Accident-Non Reportabl,,UVL10,,UTAH VALLEY U,UT,,,40.2838,-111.722,08/25/2016 08:06:35 AM,11/14/2016 04:45:49 PM,POINT (-111.722 40.2838),13,Monday,Traffic
867711809,18UV01458,08/15/2018 01:08:53 AM,WARRANT SERVED FOR OTHER AGENC,Description: Warrant Served For Other Agenc,,800 Block E VINEYARD CONNECTOR,,VINEYARD,UT,,,40.3118,-111.739,08/20/2018 03:30:37 PM,08/28/2018 02:47:58 PM,POINT (-111.739 40.3118),1,Wednesday,Community Policing
423456901,14UV00567,04/22/2014 09:04:54 PM,ALARM,Description: Alarm,,UVSB,,UTAH VALLEY U,UT,,,0.111491,-0.189414,04/26/2014 08:14:10 AM,05/03/2014 08:13:09 AM,POINT (-0.189414 0.111491),21,Tuesday,Alarm
129858599,12UV01275,10/18/2012 11:10:19 AM,DISORDERLY CONDUCT,Description: Disorderly Conduct,,ROUND,,UTAH VALLEY U,UT,,,40.27591,-111.712913,10/25/2012 01:37:51 PM,10/30/2012 08:01:35 AM,POINT (-111.712913 40.27591),11,Thursday,Disorder
829320669,17UV02725,12/16/2017 03:12:03 PM,CITIZEN ASSIST,Description: Citizen Assist,,1 Block UVRDB,,UTAH VALLEY U,UT,,,40.2759,-111.713,12/19/2017 11:12:14 AM,12/29/2017 07:28:43 PM,POINT (-111.713 40.2759),15,Saturday,Community Policing
107029636,12UV00480,04/02/2012 10:04:49 PM,CRIMINAL MISCHIEF,Description: Criminal Mischief,,GT,,UTAH VALLEY U,UT,,,442.9596907484,-1228.6298767,04/13/2012 08:00:11 AM,04/22/2012 08:01:39 AM,POINT (-1228.629877 442.959691),22,Monday,Other
772902149,16UV01622,09/17/2016 06:09:04 PM,AGENCY ASSIST,Description: Agency Assist,,800 Block W UNIVERSITY PKWY,,OREM,UT,,,40.2752,-111.715,09/21/2016 08:08:07 AM,11/14/2016 04:44:53 PM,POINT (-111.715 40.2752),18,Saturday,Community Policing
859759148,18UV01121,06/15/2018 09:06:43 PM,INFORMATION,Description: Information,,300 Block UVGT,,UTAH VALLEY U,UT,,,40.2785,-111.71,06/19/2018 09:53:42 PM,06/28/2018 02:13:51 AM,POINT (-111.71 40.2785),21,Friday,Community Policing
237771568,13UV00856,09/04/2013 08:09:49 AM,TRAFFIC ACCIDENT-INJURY,Description: Traffic Accident-Injury,,UVM26,,UTAH VALLEY U,UT,,,40.2761,-111.711,09/07/2013 08:11:20 AM,09/16/2013 08:01:40 AM,POINT (-111.711 40.2761),8,Wednesday,Traffic
105219737,12UV00432,03/21/2012 05:03:24 PM,THEFT-PROPERTY-SHOPLIFTING,Description: Theft-Property-Shoplifting,,SC,,UTAH VALLEY U,UT,,,442.9621907484,-1228.6704567,04/01/2012 08:01:17 AM,04/10/2012 08:01:09 AM,POINT (-1228.670457 442.962191),17,Wednesday,Theft
856190477,18UV01030,05/30/2018 04:05:38 PM,TRAFFIC ACCIDENT-HIT & RUN,Description: Traffic Accident-Hit & Run,,UVM21,,UTAH VALLEY U,UT,,,40.2797,-111.708,06/02/2018 06:13:47 AM,06/04/2018 11:24:32 AM,POINT (-111.708 40.2797),16,Wednesday,Traffic
118602700,12UV00876,07/10/2012 07:07:57 AM,DISORDERLY CONDUCT,Description: Disorderly Conduct,,PE,,UTAH VALLEY U,UT,,,40.279561,-111.716192,07/13/2012 08:01:54 AM,07/22/2012 08:01:39 AM,POINT (-111.716192 40.279561),7,Tuesday,Disorder
128872952,12UV01236,10/09/2012 03:10:23 PM,PROPERTY DAMAGE-NON VANDALISM,Description: Property Damage-Non Vandalism,,GT,,UTAH VALLEY U,UT,,,40.278534,-111.710371,10/12/2012 08:01:28 AM,10/21/2012 08:01:51 AM,POINT (-111.710371 40.278534),15,Tuesday,Property Crime Residential
759224838,16UV00922,05/09/2016 05:05:52 PM,FRAUD,Description: Fraud,,100 Block UVSC,,UTAH VALLEY U,UT,,,40.2788,-111.714,05/12/2016 05:45:27 AM,05/22/2016 08:06:38 AM,POINT (-111.714 40.2788),17,Monday,Theft
159238511,13UV00514,05/20/2013 02:05:38 PM,TRAFFIC ACCIDENT-NON REPORTABL,Description: Traffic Accident-Non Reportabl,,UVWC,,UTAH VALLEY U,UT,,,40.282518,-111.719316,05/23/2013 08:02:26 AM,06/01/2013 08:02:29 AM,POINT (-111.719316 40.282518),14,Monday,Traffic
767522940,16UV01378,08/08/2016 09:08:10 PM,AGENCY ASSIST,Description: Agency Assist,,100 Block S 1200 WEST ST,,OREM,UT,,,40.2944,-111.724,08/11/2016 08:05:07 AM,08/21/2016 10:11:30 AM,POINT (-111.724 40.2944),21,Monday,Community Policing
145460691,13UV00248,02/27/2013 10:02:22 AM,PROPERTY-LOST,Description: Property-Lost,,CS,,UTAH VALLEY U,UT,,,40.27906,-111.711151,03/07/2013 09:01:45 AM,03/11/2013 08:01:49 AM,POINT (-111.711151 40.27906),10,Wednesday,Property Crime
143040729,13UV00181,02/14/2013 03:02:55 PM,TRAFFIC ACCIDENT-NON REPORTABL,Description: Traffic Accident-Non Reportabl,,ROUND,,UTAH VALLEY U,UT,,,40.27591,-111.712913,02/17/2013 09:03:05 AM,02/26/2013 09:03:34 AM,POINT (-111.712913 40.27591),15,Thursday,Traffic
115560422,12UV00754,06/05/2012 10:06:45 AM,DISORDERLY CONDUCT,Description: Disorderly Conduct,,WSC,,UTAH VALLEY U,UT,,,40.282208,-111.722497,06/11/2012 08:01:26 AM,06/17/2012 08:01:52 AM,POINT (-111.722497 40.282208),10,Tuesday,Disorder
120500711,12UV00931,07/25/2012 09:07:29 AM,TRAFFIC ACCIDENT-REPORTABLE,Description: Traffic Accident-Reportable,,S EVENT CENTER DR,,UTAH VALLEY U,UT,,,40.278997,-111.718194,07/28/2012 08:01:26 AM,08/06/2012 08:01:39 AM,POINT (-111.718194 40.278997),9,Wednesday,Traffic
177113852,13UV00601,06/13/2013 08:06:50 AM,TRAFFIC OFFENSE,Description: Traffic Offense,,UVBRC,,UTAH VALLEY U,UT,,,40.273649,-111.715518,06/16/2013 08:02:51 AM,06/25/2013 08:02:33 AM,POINT (-111.715518 40.273649),8,Thursday,Traffic
773528518,16UV01629,09/20/2016 08:09:51 AM,TRAFFIC ACCIDENT-REPORTABLE,Description: Traffic Accident-Reportable,,400 Block E CENTER ST,,OREM,UT,,,40.2971,-111.686,09/23/2016 08:08:05 AM,11/14/2016 04:44:53 PM,POINT (-111.686 40.2971),8,Tuesday,Traffic
768070555,16UV01402,08/15/2016 04:08:44 PM,CHILD ABUSE OR NEGLECT,Description: Child Abuse or Neglect,,UVL4,,UTAH VALLEY U,UT,,,40.2807,-111.718,08/18/2016 08:05:58 AM,11/14/2016 04:44:45 PM,POINT (-111.718 40.2807),16,Monday,Family Offense
773974399,16UV01655,09/23/2016 09:09:07 PM,CRIMINAL MISCHIEF,Description: Criminal Mischief,,UVEC,,UTAH VALLEY U,UT,,,40.2786,-111.717,09/26/2016 08:08:14 AM,11/14/2016 04:44:54 PM,POINT (-111.717 40.2786),21,Friday,Other
161084406,13UV00524,05/21/2013 07:05:09 PM,PROPERTY DAMAGE-NON VANDALISM,Description: Property Damage-Non Vandalism,,UVGT,,UTAH VALLEY U,UT,,,40.278534,-111.710371,05/25/2013 08:03:02 AM,06/02/2013 08:02:15 AM,POINT (-111.710371 40.278534),19,Tuesday,Property Crime Residential
863174761,18UV01220,07/07/2018 03:07:49 AM,WARRANT SERVED FOR OTHER AGENC,Description: Warrant Served For Other Agenc,,100 Block W CENTER ST,,OREM,UT,,,40.2971,-111.698,07/10/2018 06:17:30 AM,07/20/2018 06:01:56 PM,POINT (-111.698 40.2971),3,Saturday,Community Policing
834173036,18UV00302,02/11/2018 05:02:38 AM,AGENCY ASSIST,Description: Agency Assist,,1100 Block W CENTER ST,,OREM,UT,,,40.2972,-111.722,02/14/2018 07:33:03 AM,02/25/2018 06:45:25 AM,POINT (-111.722 40.2972),5,Sunday,Community Policing
138485651,12UV01557,12/31/2012 10:12:13 PM,ALCOHOL OFFENSE,Description: Alcohol Offense,,L3,,UTAH VALLEY U,UT,,,40.280106,-111.71952,01/04/2013 09:02:31 AM,01/12/2013 09:03:32 AM,POINT (-111.71952 40.280106),22,Monday,Liquor
109655004,12UV00573,04/22/2012 10:04:48 PM,ASSAULT-SIMPLE,Description: Assault-Simple,,LI,,UTAH VALLEY U,UT,,,40.281099,-111.716437,05/03/2012 08:01:20 AM,05/12/2012 08:01:27 AM,POINT (-111.716437 40.281099),22,Sunday,Assault
135073385,12UV01512,12/08/2012 03:12:49 PM,TRAFFIC OFFENSE,Description: Traffic Offense,,M24,,UTAH VALLEY U,UT,,,40.277337,-111.708515,12/11/2012 09:01:34 AM,12/20/2012 09:01:23 AM,POINT (-111.708515 40.277337),15,Saturday,Traffic
118798747,12UV00890,07/13/2012 05:07:37 PM,TRAFFIC ACCIDENT-REPORTABLE,Description: Traffic Accident-Reportable,,L1,,UTAH VALLEY U,UT,,,40.276224,-111.715134,07/16/2012 08:01:35 AM,07/25/2012 08:01:23 AM,POINT (-111.715134 40.276224),17,Friday,Traffic
136951953,12UV01546,12/20/2012 11:12:31 AM,THEFT-PROPERTY-BUILDING,Description: Theft-Property-Building,,GT,,UTAH VALLEY U,UT,,,40.278534,-111.710371,12/24/2012 09:03:12 AM,01/01/2013 09:01:29 AM,POINT (-111.710371 40.278534),11,Thursday,Theft
143864670,13UV00171,02/13/2013 10:02:16 AM,DISORDERLY CONDUCT,Description: Disorderly Conduct,,HP,,UTAH VALLEY U,UT,,,40.280051,-111.729337,02/22/2013 09:01:56 AM,02/25/2013 09:02:27 AM,POINT (-111.729337 40.280051),10,Wednesday,Disorder
151911303,13UV00434,04/22/2013 10:04:05 AM,THEFT-PROPERTY-OTHER,Description: Theft-Property-Other,,PE,,UTAH VALLEY U,UT,,,40.279561,-111.716192,04/25/2013 08:01:50 AM,05/04/2013 08:02:59 AM,POINT (-111.716192 40.279561),10,Monday,Theft
776768820,16UV01748,10/09/2016 06:10:10 AM,PROPERTY-RECOVERED STOLEN,Description: Property-Recovered Stolen,,UVL1,,UTAH VALLEY U,UT,,,40.2762,-111.715,10/12/2016 08:08:29 AM,11/14/2016 04:44:45 PM,POINT (-111.715 40.2762),6,Sunday,Property Crime
208773362,13UV00712,07/19/2013 02:07:49 PM,ALARM,Description: Alarm,,UVNG,,UTAH VALLEY U,UT,,,40.2803,-111.728,07/30/2013 08:01:41 AM,07/31/2013 08:01:23 AM,POINT (-111.728 40.2803),14,Friday,Alarm
128254501,12UV01200,10/01/2012 06:10:47 PM,PROPERTY-LOST,Description: Property-Lost,,GT,,UTAH VALLEY U,UT,,,40.278534,-111.710371,10/04/2012 08:01:15 AM,10/13/2012 08:01:41 AM,POINT (-111.710371 40.278534),18,Monday,Property Crime
