column 1,address_1,case_number,city,clearance_type,country,created_at,day_of_week,hour_of_day,incident_datetime,incident_description,incident_id,incident_type_primary,latitude,location,longitude,parent_incident_type,state,updated_at,zip
1549,200 Block S 300 E,132895,SMITHFIELD,,,11/12/2013 09:04:01 PM,Tuesday,9,07/16/2013 09:47:00 AM,FRAUD / SCAM<br>INACTIVE,290521772,-FRAUD,41.8319308,"{'type': 'Point', 'coordinates': [-111.824292, 41.831931]}",-111.8242917,Theft,UT,07/15/2014 01:07:11 PM,84335.0
44,700 Block E 350 S,151248,SMITHFIELD,,,05/22/2015 01:07:34 PM,Thursday,15,05/21/2015 03:17:00 PM,ALARM / RESIDENTIAL ALARM<br>CLEARED,717774978,-ALARM,41.8290248,"{'type': 'Point', 'coordinates': [-111.8126936, 41.8290248]}",-111.8126936,Alarm,UT,05/19/2016 01:07:50 PM,84335.0
0,200 Block SUMMIT DR,151062,SMITHFIELD,,,05/06/2015 01:07:25 PM,Tuesday,10,05/05/2015 10:06:00 AM,"DOMESTIC/FAMILY INCIDENT / CUSTODIAL INTERFERENCE, FAMILY/DV<br>CLEARED",715047696,-DOMESTIC/FAMILY INCIDENT,41.8402723,"{'type': 'Point', 'coordinates': [-111.8159931, 41.8402723]}",-111.8159931,Family Offense,UT,05/03/2016 10:19:47 PM,84335.0
1,100 Block NORTH 800 WEST,151069,SMITHFIELD,,,05/07/2015 01:07:30 PM,Tuesday,14,05/05/2015 02:52:00 PM,"TRAFFIC CRASH / TRAFFIC ACCIDENT, VEHICLE DAMAGE<br>CLEARED",715139075,-TRAFFIC CRASH,41.8460814,"{'type': 'Point', 'coordinates': [-111.8538759, 41.8460814]}",-111.8538759,Traffic,UT,05/03/2016 10:19:48 PM,84335.0
2,200 Block SOUTH 300 EAST,151071,SMITHFIELD,,,05/07/2015 01:07:30 PM,Tuesday,20,05/05/2015 08:45:00 PM,CONTROLLED SUBSTANCE / OTHER CONTROLLED SUBSTANCES<br>CLEARED ADULT ARREST,715139076,-CONTROLLED SUBSTANCE,41.8319388,"{'type': 'Point', 'coordinates': [-111.8242914, 41.8319388]}",-111.8242914,Drugs,UT,05/03/2016 10:19:48 PM,84335.0
3,7000 Block NORTH US 91,151072,SMITHFIELD,,,05/07/2015 01:07:30 PM,Tuesday,21,05/05/2015 09:30:00 PM,ASSIST / ASSIST OTHER AGENCY<br>CLEARED ADULT ARREST,715139074,-ASSIST,41.8609794,"{'type': 'Point', 'coordinates': [-111.8303767, 41.8609794]}",-111.8303767,Other,UT,05/03/2016 10:19:48 PM,84335.0
4,200 Block NORTH MAIN STREET,151073,SMITHFIELD,,,05/08/2015 01:07:24 PM,Tuesday,23,05/05/2015 11:16:00 PM,ATL / VEHICLE<br>CLEARED,715487937,-ATL,41.8407564,"{'type': 'Point', 'coordinates': [-111.8325444, 41.8407564]}",-111.8325444,Missing Person,UT,05/03/2016 10:19:48 PM,84335.0
5,800 Block SOUTH MAIN,151059,SMITHFIELD,,,05/11/2015 01:07:17 PM,Sunday,6,05/10/2015 06:11:00 AM,ATL / VEHICLE<br>CLEARED,715687429,-ATL,41.8192984,"{'type': 'Point', 'coordinates': [-111.8316728, 41.8192984]}",-111.8316728,Missing Person,UT,05/08/2016 01:07:15 PM,84335.0
6,400 Block SOUTH 455 EAST,151116,SMITHFIELD,,,05/11/2015 01:07:17 PM,Sunday,11,05/10/2015 11:29:00 AM,"DOMESTIC/FAMILY INCIDENT / CHILD ABUSE, FAMILY<br>CLEARED ADULT ARREST",715687428,-DOMESTIC/FAMILY INCIDENT,41.8263255,"{'type': 'Point', 'coordinates': [-111.8193812, 41.8263255]}",-111.8193812,Family Offense,UT,05/08/2016 01:07:17 PM,84335.0
7,700 Block SOUTH 200 WEST,151117,RICHMOND,,,05/11/2015 01:07:17 PM,Sunday,14,05/10/2015 02:06:00 PM,ASSIST / ASSIST OTHER AGENCY<br>CLEARED,715687427,-ASSIST,41.9073915,"{'type': 'Point', 'coordinates': [-111.8146875, 41.9073915]}",-111.8146875,Other,UT,05/08/2016 01:07:18 PM,84333.0
8,1 Block EAST 100 NORTH,151083,SMITHFIELD,,,05/11/2015 01:07:17 PM,Sunday,21,05/10/2015 09:45:00 PM,ADMINISTRATION / INTRA CITY ASSIST<br>CLEARED,715687425,-ADMINISTRATION,41.8385604,"{'type': 'Point', 'coordinates': [-111.8308479, 41.8385604]}",-111.8308479,Other,UT,05/08/2016 01:07:16 PM,84335.0
9,700 Block SOUTH MAIN,151169,SMITHFIELD,,,05/15/2015 01:07:29 PM,Thursday,0,05/14/2015 12:00:00 AM,"DOMESTIC/FAMILY INCIDENT / ASSAULT, DV<br>CLEARED ADULT ARREST",716525604,-DOMESTIC/FAMILY INCIDENT,41.821547,"{'type': 'Point', 'coordinates': [-111.832355, 41.821547]}",-111.832355,Family Offense,UT,05/12/2016 01:06:31 PM,84335.0
10,100 Block E 570 N,151172,SMITHFIELD,,,05/15/2015 01:07:29 PM,Thursday,0,05/14/2015 12:00:00 AM,PROPERTY / CRIMINAL MISCHIEF<br>CLEARED,716525605,-PROPERTY,41.8480823,"{'type': 'Point', 'coordinates': [-111.8285443, 41.8480823]}",-111.8285443,Property Crime,UT,05/12/2016 01:06:31 PM,84335.0
11,200 Block S MAIN,151164,SMITHFIELD,,,05/15/2015 01:07:29 PM,Thursday,9,05/14/2015 09:58:00 AM,"CONTROLLED SUBSTANCE / MARIJUANA, OTHER<br>CLEARED",716525603,-CONTROLLED SUBSTANCE,41.830964,"{'type': 'Point', 'coordinates': [-111.83365, 41.830964]}",-111.83365,Drugs,UT,05/12/2016 01:06:30 PM,84335.0
12,400 Block SOUTH 455 EAST,151168,SMITHFIELD,,,05/15/2015 01:07:29 PM,Thursday,15,05/14/2015 03:04:00 PM,ANIMAL INCIDENT / ANIMAL LOST<br>CLEARED,716525601,-ANIMAL INCIDENT,41.8260756,"{'type': 'Point', 'coordinates': [-111.8191298, 41.8260756]}",-111.8191298,Other,UT,05/12/2016 01:06:30 PM,84335.0
13,100 Block EAST 620 SOUTH,151159,SMITHFIELD,,,05/15/2015 01:07:29 PM,Thursday,20,05/14/2015 08:03:00 PM,SUSPICIOUS ACTIVITY / SUSPICIOUS ACTIVITY<br>CLEARED,716525598,-SUSPICIOUS ACTIVITY,41.8236063,"{'type': 'Point', 'coordinates': [-111.8300335, 41.8236063]}",-111.8300335,Community Policing,UT,05/12/2016 01:06:29 PM,84335.0
14,100 Block E CENTER,151229,SMITHFIELD,,,05/21/2015 01:07:22 PM,Wednesday,0,05/20/2015 12:00:00 AM,"DOMESTIC/FAMILY INCIDENT / CHILD NEGLECT, FAMILY<br>CLEARED",717326768,-DOMESTIC/FAMILY INCIDENT,41.835939,"{'type': 'Point', 'coordinates': [-111.827798, 41.835939]}",-111.827798,Family Offense,UT,05/18/2016 01:06:15 PM,84335.0
15,500 Block N 80 W,151231,SMITHFIELD,,,05/23/2015 01:07:20 PM,Wednesday,0,05/20/2015 12:00:00 AM,ANIMAL INCIDENT / ANIMAL LOST<br>CLEARED,717852373,-ANIMAL INCIDENT,41.826622,"{'type': 'Point', 'coordinates': [-111.8353012, 41.826622]}",-111.8353012,Other,UT,05/18/2016 01:06:16 PM,84335.0
16,100 Block S 1050 E,151230,SMITHFIELD,,,05/21/2015 01:07:22 PM,Wednesday,9,05/20/2015 09:54:00 AM,"ANIMAL INCIDENT / ANIMAL CALL, OTHER<br>CLEARED",717326766,-ANIMAL INCIDENT,41.834126,"{'type': 'Point', 'coordinates': [-111.805406, 41.834126]}",-111.805406,Other,UT,05/18/2016 01:06:16 PM,84335.0
17,300 Block W 100 N,151234,SMITHFIELD,,,05/21/2015 01:07:22 PM,Wednesday,22,05/20/2015 10:06:00 PM,TRAFFIC PROBLEM / TRAFFIC HAZARD<br>CLEARED,717326764,-TRAFFIC PROBLEM,41.8387322,"{'type': 'Point', 'coordinates': [-111.8423212, 41.8387322]}",-111.8423212,Traffic,UT,05/18/2016 01:06:16 PM,84335.0
18,600 Block W CENTER ST,151160,HYDE PARK,,,05/15/2015 01:07:29 PM,Wednesday,21,05/13/2015 09:09:00 PM,ASSIST / ASSIST OTHER AGENCY<br>CLEARED,716525606,-ASSIST,41.7992755,"{'type': 'Point', 'coordinates': [-111.8326203, 41.7992755]}",-111.8326203,Other,UT,05/11/2016 01:06:11 PM,84318.0
19,1 Block NORTH 100 EAST,151220,SMITHFIELD,,,05/19/2015 01:07:18 PM,Monday,21,05/18/2015 09:19:00 PM,"ANIMAL INCIDENT / ANIMAL CALL, OTHER<br>CLEARED",717165723,-ANIMAL INCIDENT,41.8378194,"{'type': 'Point', 'coordinates': [-111.8297848, 41.8378194]}",-111.8297848,Other,UT,05/16/2016 01:07:02 PM,84335.0
20,800 Block S MAIN,151291,SMITHFIELD,,,05/27/2015 01:07:19 PM,Tuesday,8,05/26/2015 08:31:00 AM,ATL / VEHICLE<br>CLEARED,718126131,-ATL,41.8205701,"{'type': 'Point', 'coordinates': [-111.8330194, 41.8205701]}",-111.8330194,Missing Person,UT,05/24/2016 01:05:07 PM,84335.0
21,600 Block N 130 E,151272,SMITHFIELD,,,05/24/2015 01:07:04 PM,Saturday,16,05/23/2015 04:31:00 PM,ALARM / RESIDENTIAL ALARM<br>CLEARED,717915538,-ALARM,41.8507743,"{'type': 'Point', 'coordinates': [-111.8290018, 41.8507743]}",-111.8290018,Alarm,UT,05/21/2016 01:06:49 PM,84335.0
22,600 Block W MAIN,151393,HYDE PARK,,,06/03/2015 01:07:16 PM,Tuesday,10,06/02/2015 10:41:00 AM,ASSIST / ASSIST OTHER AGENCY<br>CLEARED,719550474,-ASSIST,41.7439953,"{'type': 'Point', 'coordinates': [-111.8349421, 41.7439953]}",-111.8349421,Other,UT,05/31/2016 01:07:37 PM,84321.0
23,800 Block SOUTH 250 EAST,151453,SMITHFIELD,,,06/07/2015 01:07:29 PM,Saturday,16,06/06/2015 04:45:00 PM,ASSIST / ASSIST OTHER AGENCY<br>CLEARED,719874599,-ASSIST,41.8170565,"{'type': 'Point', 'coordinates': [-111.8265346, 41.8170565]}",-111.8265346,Other,UT,06/04/2016 01:06:42 PM,84335.0
24,1 Block WEST 520 NORTH,151462,SMITHFIELD,,,06/08/2015 01:07:17 PM,Sunday,0,06/07/2015 12:21:00 AM,"DOMESTIC/FAMILY INCIDENT / OTHER FAMILY DISTURBANCE, NON-VIOLENT<br>CLEARED",719936946,-DOMESTIC/FAMILY INCIDENT,41.8474343,"{'type': 'Point', 'coordinates': [-111.8308118, 41.8474343]}",-111.8308118,Family Offense,UT,06/05/2016 01:07:00 PM,84335.0
25,300 Block CANYON RD,151331,SMITHFIELD,,,05/30/2015 01:07:21 PM,Friday,0,05/29/2015 12:00:00 AM,SUSPICIOUS ACTIVITY / SUSPICIOUS ACTIVITY<br>CLEARED,719249722,-SUSPICIOUS ACTIVITY,41.8416989,"{'type': 'Point', 'coordinates': [-111.8220628, 41.8416989]}",-111.8220628,Community Policing,UT,05/27/2016 01:16:11 PM,84335.0
26,500 Block WASATCH,151329,SMITHFIELD,,,05/30/2015 01:07:21 PM,Friday,0,05/29/2015 12:00:00 AM,ASSIST / ASSIST OTHER AGENCY<br>CLEARED,719249723,-ASSIST,41.8482421,"{'type': 'Point', 'coordinates': [-111.8341472, 41.8482421]}",-111.8341472,Other,UT,05/27/2016 01:16:10 PM,84335.0
27,200 Block S 100 E,151603,SMITHFIELD,,,06/20/2015 01:07:34 PM,Friday,16,06/19/2015 04:53:00 PM,PROPERTY / FOUND PROPERTY<br>CLEARED,721745064,-PROPERTY,41.8320326,"{'type': 'Point', 'coordinates': [-111.8299623, 41.8320326]}",-111.8299623,Property Crime,UT,06/13/2016 01:08:00 PM,84335.0
28,100 Block W 360 N,151604,SMITHFIELD,,,06/20/2015 01:07:34 PM,Friday,17,06/19/2015 05:42:00 PM,"FIRE / UNINTENTIONAL, COOKING<br>CLEARED",721745063,-FIRE,41.844079,"{'type': 'Point', 'coordinates': [-111.8357685, 41.844079]}",-111.8357685,Fire,UT,06/13/2016 01:08:01 PM,84335.0
29,500 Block MAPLE DR,151605,SMITHFIELD,,,06/20/2015 01:07:34 PM,Friday,19,06/19/2015 07:13:00 PM,ANIMAL INCIDENT / ANIMAL LOST<br>CLEARED,721745062,-ANIMAL INCIDENT,41.8484369,"{'type': 'Point', 'coordinates': [-111.833416, 41.8484369]}",-111.833416,Other,UT,06/13/2016 01:08:01 PM,84335.0
30,800 Block S MAIN,151610,SMITHFIELD,,,06/20/2015 01:07:34 PM,Friday,23,06/19/2015 11:03:00 PM,SUSPICIOUS ACTIVITY / SUSPICIOUS VEHICLE<br>CLEARED,721745060,-SUSPICIOUS ACTIVITY,41.8200325,"{'type': 'Point', 'coordinates': [-111.8323021, 41.820032499999996]}",-111.8323021,Community Policing,UT,06/13/2016 01:08:03 PM,84335.0
31,1 Block S 490 E,151612,SMITHFIELD,,,06/20/2015 01:07:34 PM,Saturday,0,06/20/2015 12:00:00 AM,ANIMAL INCIDENT / NOISE PROBLEM<br>CLEARED,721745057,-ANIMAL INCIDENT,41.8346432,"{'type': 'Point', 'coordinates': [-111.8189889, 41.8346432]}",-111.8189889,Other,UT,06/13/2016 01:08:04 PM,84335.0
32,100 Block E 2200 N,151613,NORTH LOGAN,,,06/20/2015 01:07:34 PM,Saturday,0,06/20/2015 12:00:00 AM,ASSIST / ASSIST OTHER AGENCY<br>CLEARED,721745058,-ASSIST,41.7712197,"{'type': 'Point', 'coordinates': [-111.830546, 41.7712197]}",-111.830546,Other,UT,06/13/2016 01:08:04 PM,84341.0
33,1 Block S 200 E,151614,SMITHFIELD,,,06/21/2015 01:07:35 PM,Saturday,10,06/20/2015 10:09:00 AM,"ANIMAL INCIDENT / ANIMAL CALL, OTHER<br>CLEARED",721981980,-ANIMAL INCIDENT,41.860926,"{'type': 'Point', 'coordinates': [-111.9828076, 41.860926]}",-111.9828076,Other,UT,06/13/2016 01:08:04 PM,84335.0
34,700 Block E 590 N,151599,SMITHFIELD,,,06/19/2015 01:07:36 PM,Friday,6,06/19/2015 06:31:00 AM,ALARM / RESIDENTIAL ALARM<br>CLEARED,721595601,-ALARM,41.8485115,"{'type': 'Point', 'coordinates': [-111.8124242, 41.8485115]}",-111.8124242,Alarm,UT,06/13/2016 01:07:58 PM,84335.0
35,200 Block S 300 W,151600,SMITHFIELD,,,06/20/2015 01:07:34 PM,Friday,8,06/19/2015 08:50:00 AM,"TRAFFIC CRASH / HIT/RUN, VEHICLE DAMG<br>CLEARED ADULT ARREST",721745067,-TRAFFIC CRASH,41.8315897,"{'type': 'Point', 'coordinates': [-111.8411397, 41.8315897]}",-111.8411397,Traffic,UT,06/13/2016 01:07:59 PM,84335.0
36,800 Block SOUTH MAIN,151619,SMITHFIELD,,,06/21/2015 01:07:35 PM,Friday,13,06/19/2015 01:28:00 PM,ATL / VEHICLE<br>CLEARED,721981981,-ATL,41.8192984,"{'type': 'Point', 'coordinates': [-111.8316728, 41.8192984]}",-111.8316728,Missing Person,UT,06/13/2016 01:08:07 PM,84335.0
37,600 Block MEADOW LARK LN,151602,SMITHFIELD,,,06/20/2015 01:07:34 PM,Friday,13,06/19/2015 01:48:00 PM,ASSIST / ASSIST OTHER AGENCY<br>CLEARED,721745065,-ASSIST,41.843395,"{'type': 'Point', 'coordinates': [-111.815017, 41.843395]}",-111.815017,Other,UT,06/13/2016 01:08:00 PM,84335.0
38,100 Block SOUTH MAIN STREET,151250,SMITHFIELD,,,05/22/2015 01:07:34 PM,Thursday,0,05/21/2015 12:00:00 AM,ASSIST / ASSIST OTHER AGENCY<br>CLEARED,717774986,-ASSIST,41.8343324,"{'type': 'Point', 'coordinates': [-111.8327061, 41.8343324]}",-111.8327061,Other,UT,05/19/2016 01:07:51 PM,84335.0
39,100 Block S MAIN,151249,SMITHFIELD,,,05/23/2015 01:07:20 PM,Thursday,0,05/21/2015 12:00:00 AM,"ANIMAL INCIDENT / ANIMAL CALL, OTHER<br>CLEARED",717852372,-ANIMAL INCIDENT,41.833097,"{'type': 'Point', 'coordinates': [-111.832169, 41.833097]}",-111.832169,Other,UT,05/19/2016 01:07:50 PM,84335.0
40,800 Block S 250 E,151238,SMITHFIELD,,,05/22/2015 01:07:34 PM,Thursday,9,05/21/2015 09:30:00 AM,BURGLARY / VEHICLE BURGLARY<br>INACTIVE,717774983,-BURGLARY,41.8170733,"{'type': 'Point', 'coordinates': [-111.8276208, 41.8170733]}",-111.8276208,Breaking & Entering,UT,05/19/2016 01:07:44 PM,84335.0
41,800 Block S 250 E,151239,SMITHFIELD,,,05/22/2015 01:07:34 PM,Thursday,9,05/21/2015 09:45:00 AM,BURGLARY / VEHICLE BURGLARY<br>INACTIVE,717774981,-BURGLARY,41.8170733,"{'type': 'Point', 'coordinates': [-111.8276208, 41.8170733]}",-111.8276208,Breaking & Entering,UT,05/19/2016 01:07:45 PM,84335.0
42,800 Block S 250 E,151240,SMITHFIELD,,,05/22/2015 01:07:34 PM,Thursday,9,05/21/2015 09:45:00 AM,BURGLARY / VEHICLE BURGLARY<br>INACTIVE,717774982,-BURGLARY,41.8170733,"{'type': 'Point', 'coordinates': [-111.8276208, 41.8170733]}",-111.8276208,Breaking & Entering,UT,05/19/2016 01:07:45 PM,84335.0
43,200 Block SOUTH 830 EAST,151241,SMITHFIELD,,,05/23/2015 01:07:20 PM,Thursday,10,05/21/2015 10:15:00 AM,"ANIMAL INCIDENT / ANIMAL CALL, OTHER<br>CLEARED",717852371,-ANIMAL INCIDENT,41.8299338,"{'type': 'Point', 'coordinates': [-111.809671, 41.8299338]}",-111.809671,Other,UT,05/19/2016 01:07:46 PM,84335.0
45,800 Block SOUTH 250 EAST,151252,SMITHFIELD,,,05/22/2015 01:07:34 PM,Thursday,18,05/21/2015 06:44:00 PM,BURGLARY / VEHICLE BURGLARY<br>INACTIVE,717774975,-BURGLARY,41.8170733,"{'type': 'Point', 'coordinates': [-111.8276208, 41.8170733]}",-111.8276208,Breaking & Entering,UT,05/19/2016 01:07:51 PM,84335.0
46,500 Block WEST 200 SOUTH,151253,SMITHFIELD,,,05/22/2015 01:07:34 PM,Thursday,20,05/21/2015 08:01:00 PM,TRAFFIC OFFENSE / AGGRESSIVE DRIVING/RECKLESS<br>INACTIVE,717774987,-TRAFFIC OFFENSE,41.8318569,"{'type': 'Point', 'coordinates': [-111.8469279, 41.8318569]}",-111.8469279,Traffic,UT,05/19/2016 01:07:52 PM,84335.0
47,200 Block SOUTH 300 EAST,151502,SMITHFIELD,,,06/11/2015 01:07:20 PM,Wednesday,15,06/10/2015 03:14:00 PM,THEFT / THEFT OTHER<br>CLEARED,720202374,-THEFT,41.8319388,"{'type': 'Point', 'coordinates': [-111.8242914, 41.8319388]}",-111.8242914,Theft,UT,06/08/2016 01:06:21 PM,84335.0
48,300 Block W 100 S,151503,SMITHFIELD,,,06/12/2015 01:07:31 PM,Wednesday,17,06/10/2015 05:23:00 PM,ANIMAL INCIDENT / STRAY<br>CLEARED,720289406,-ANIMAL INCIDENT,41.8345756,"{'type': 'Point', 'coordinates': [-111.8420161, 41.8345756]}",-111.8420161,Other,UT,06/08/2016 01:06:21 PM,84335.0
49,700 Block N MAIN,151467,SMITHFIELD,,,06/09/2015 01:07:36 PM,Monday,9,06/08/2015 09:31:00 AM,VEHICLE IMPOUND / ABANDON VEHICLE<br>CLEARED,720040607,-VEHICLE IMPOUND,41.851977,"{'type': 'Point', 'coordinates': [-111.830772, 41.851977]}",-111.830772,Traffic,UT,06/06/2016 01:09:52 PM,84335.0
50,600 Block S STATE ST,151476,RICHMOND,,,06/10/2015 01:07:37 PM,Monday,18,06/08/2015 06:14:00 PM,ASSIST / ASSIST OTHER AGENCY<br>CLEARED,720120367,-ASSIST,41.9096339,"{'type': 'Point', 'coordinates': [-111.809095, 41.9096339]}",-111.809095,Other,UT,06/06/2016 01:09:54 PM,84333.0
51,600 Block NORTH 130 EAST,151505,SMITHFIELD,,,06/11/2015 01:07:20 PM,Wednesday,19,06/10/2015 07:05:00 PM,SUSPICIOUS ACTIVITY / SUSPICIOUS PERSON<br>CLEARED,720202373,-SUSPICIOUS ACTIVITY,41.8496224,"{'type': 'Point', 'coordinates': [-111.828977, 41.8496224]}",-111.828977,Community Policing,UT,06/08/2016 01:06:22 PM,84335.0
52,100 Block W 360 N,151504,SMITHFIELD,,,06/12/2015 01:07:31 PM,Wednesday,19,06/10/2015 07:29:00 PM,ANIMAL INCIDENT / ANIMAL LOST<br>CLEARED,720289405,-ANIMAL INCIDENT,41.8441244,"{'type': 'Point', 'coordinates': [-111.8373346, 41.8441244]}",-111.8373346,Other,UT,06/08/2016 01:06:22 PM,84335.0
53,500 Block E 120 S,151480,SMITHFIELD,,,06/11/2015 01:07:20 PM,Tuesday,0,06/09/2015 12:00:00 AM,"DOMESTIC/FAMILY INCIDENT / CHILD ABUSE, FAMILY<br>CLEARED",720202380,-DOMESTIC/FAMILY INCIDENT,41.833803,"{'type': 'Point', 'coordinates': [-111.8168364, 41.833803]}",-111.8168364,Family Offense,UT,06/07/2016 01:12:31 PM,84335.0
54,700 Block CANYON ROAD,151478,SMITHFIELD,,,06/09/2015 01:07:36 PM,Tuesday,2,06/09/2015 02:06:00 AM,DUI / ALCOHOLIC BEVERAGE<br>CLEARED ADULT ARREST,720040606,-DUI,41.844015,"{'type': 'Point', 'coordinates': [-111.811679, 41.844015]}",-111.811679,Traffic,UT,06/07/2016 01:12:30 PM,84335.0
55,1 Block E 2400 N,151175,NORTH LOGAN,,,05/15/2015 01:07:29 PM,Friday,4,05/15/2015 04:23:00 AM,ASSIST / ASSIST OTHER AGENCY<br>CLEARED,716525597,-ASSIST,41.775643,"{'type': 'Point', 'coordinates': [-111.832438, 41.775643]}",-111.832438,Other,UT,05/13/2016 01:10:38 PM,84341.0
56,500 Block E UPPER CANYON RD,151176,SMITHFIELD,,,05/16/2015 01:07:22 PM,Friday,7,05/15/2015 07:05:00 AM,VEHICLE IMPOUND / STATE IMPOUND<br>CLEARED,716609468,-VEHICLE IMPOUND,41.8439474,"{'type': 'Point', 'coordinates': [-111.8201044, 41.8439474]}",-111.8201044,Traffic,UT,05/13/2016 01:10:38 PM,84335.0
57,200 Block S 100 W,151179,LEWISTON,,,05/16/2015 01:07:22 PM,Friday,11,05/15/2015 11:44:00 AM,ASSIST / ASSIST OTHER AGENCY<br>CLEARED,716609466,-ASSIST,41.9702126,"{'type': 'Point', 'coordinates': [-111.8591584, 41.970212599999996]}",-111.8591584,Other,UT,05/13/2016 01:10:39 PM,84320.0
58,PARK VIEW CIR,151198,SMITHFIELD,,,05/18/2015 01:07:17 PM,Sunday,18,05/17/2015 06:15:00 PM,"TRAFFIC OFFENSE / PARKING, WITHIN 15 FT. OF FIRE HYDRANT<br>CLEARED",716734476,-TRAFFIC OFFENSE,41.8393988,"{'type': 'Point', 'coordinates': [-111.8184644, 41.8393988]}",-111.8184644,Traffic,UT,05/15/2016 01:12:36 PM,84335.0
59,1 Block E CANYON RD,151199,CACHE COUNTY,,,05/18/2015 01:07:17 PM,Sunday,20,05/17/2015 08:00:00 PM,ASSIST / ASSIST OTHER AGENCY<br>CLEARED,716734475,-ASSIST,41.7560026,"{'type': 'Point', 'coordinates': [-111.7614661, 41.7560026]}",-111.7614661,Other,UT,05/15/2016 01:12:36 PM,
60,700 Block S MAIN,151200,SMITHFIELD,,,05/18/2015 01:07:17 PM,Sunday,20,05/17/2015 08:51:00 PM,"TRAFFIC OFFENSE / VEHICLE REGISTRATION, NO REGISTRATION<br>CLEARED",716734474,-TRAFFIC OFFENSE,41.820663,"{'type': 'Point', 'coordinates': [-111.832394, 41.820663]}",-111.832394,Traffic,UT,05/15/2016 01:12:37 PM,84335.0
61,1 Block EAST 100 NORTH,151201,SMITHFIELD,,,05/18/2015 01:07:17 PM,Sunday,22,05/17/2015 10:03:00 PM,ADMINISTRATION / INTRA CITY ASSIST<br>CLEARED,716734473,-ADMINISTRATION,41.8385604,"{'type': 'Point', 'coordinates': [-111.8308479, 41.8385604]}",-111.8308479,Other,UT,05/15/2016 01:12:37 PM,84335.0
62,300 Block W 2500 N,151209,SMITHFIELD,,,05/19/2015 01:07:18 PM,Monday,0,05/18/2015 12:00:00 AM,ASSIST / ASSIST OTHER AGENCY<br>CLEARED,717165731,-ASSIST,41.7778281,"{'type': 'Point', 'coordinates': [-111.8426221, 41.7778281]}",-111.8426221,Other,UT,05/16/2016 01:07:00 PM,84341.0
63,1 Block E 100 S,151215,SMITHFIELD,,,05/21/2015 01:07:22 PM,Monday,0,05/18/2015 12:00:00 AM,"DOMESTIC/FAMILY INCIDENT / FAMILY ARGUMENT, VERBAL, NON-VIOLENT<br>CLEARED",717326771,-DOMESTIC/FAMILY INCIDENT,41.8345932,"{'type': 'Point', 'coordinates': [-111.8312227, 41.8345932]}",-111.8312227,Family Offense,UT,05/16/2016 01:07:01 PM,84335.0
64,500 Block SOUTH 850 EAST,151205,SMITHFIELD,,,05/19/2015 01:07:18 PM,Monday,5,05/18/2015 05:04:00 AM,SUSPICIOUS ACTIVITY / SUSPICIOUS ACTIVITY<br>CLEARED,717165730,-SUSPICIOUS ACTIVITY,41.8253029,"{'type': 'Point', 'coordinates': [-111.8093527, 41.8253029]}",-111.8093527,Community Policing,UT,05/16/2016 01:06:59 PM,84335.0
65,100 Block W 700 S,151206,SMITHFIELD,,,05/19/2015 01:07:18 PM,Monday,6,05/18/2015 06:54:00 AM,ALARM / BUSINESS ALARM<br>CLEARED,717165729,-ALARM,41.8209997,"{'type': 'Point', 'coordinates': [-111.8378307, 41.8209997]}",-111.8378307,Alarm,UT,05/16/2016 01:06:59 PM,84335.0
66,400 Block WEST CENTER,151127,SMITHFIELD,,,05/12/2015 01:07:18 PM,Monday,0,05/11/2015 12:00:00 AM,ANIMAL INCIDENT / STRAY<br>CLEARED,715931178,-ANIMAL INCIDENT,41.8366369,"{'type': 'Point', 'coordinates': [-111.8438637, 41.8366369]}",-111.8438637,Other,UT,05/09/2016 01:06:25 PM,84335.0
67,1 Block E 100 S,151122,SMITHFIELD,,,05/17/2015 01:07:22 PM,Monday,0,05/11/2015 12:00:00 AM,"ANIMAL INCIDENT / ANIMAL CALL, OTHER<br>CLEARED",716673288,-ANIMAL INCIDENT,41.8345932,"{'type': 'Point', 'coordinates': [-111.8312227, 41.8345932]}",-111.8312227,Other,UT,05/09/2016 01:06:24 PM,84335.0
68,300 Block S 980 E,151123,SMITHFIELD,,,05/15/2015 01:07:29 PM,Monday,13,05/11/2015 01:39:00 PM,ANIMAL INCIDENT / ANIMAL LOST<br>CLEARED,716525609,-ANIMAL INCIDENT,41.8286899,"{'type': 'Point', 'coordinates': [-111.8066201, 41.8286899]}",-111.8066201,Other,UT,05/09/2016 01:06:24 PM,84335.0
94,600 Block W 200 N,151728,SMITHFIELD,,,07/01/2015 01:07:38 PM,Tuesday,8,06/30/2015 08:55:00 AM,"THEFT / PROPERTY, BICYCLE<br>CLEARED",722903652,-THEFT,41.8409007,"{'type': 'Point', 'coordinates': [-111.8483738, 41.8409007]}",-111.8483738,Theft,UT,06/13/2016 01:09:00 PM,84335.0
69,100 Block E 520 N,151128,SMITHFIELD,,,05/12/2015 01:07:18 PM,Monday,16,05/11/2015 04:44:00 PM,"DOMESTIC/FAMILY INCIDENT / FAMILY ARGUMENT, VERBAL, NON-VIOLENT<br>CLEARED",715931173,-DOMESTIC/FAMILY INCIDENT,41.8474594,"{'type': 'Point', 'coordinates': [-111.8271786, 41.8474594]}",-111.8271786,Family Offense,UT,05/09/2016 01:06:25 PM,84335.0
